title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
Towards predicting feature defects in software product lines,,"[{'authorId': '1381298665', 'name': 'Rodrigo Queiroz'}, {'authorId': '39565422', 'name': 'T. Berger'}, {'authorId': '1726889', 'name': 'K. Czarnecki'}]",2016.0,Feature-oriented software development,{'name': 'Proceedings of the 7th International Workshop on Feature-Oriented Software Development'},https://www.semanticscholar.org/paper/564ab5f1124d430a2c7f5d78372d63c82fa120ef,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3001867.3001874?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3001867.3001874, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",21.0,18.0,,"['Book', 'JournalArticle']",['Computer Science'],"{'DBLP': 'conf/oopsla/QueirozBC16', 'MAG': '2537446610', 'DOI': '10.1145/3001867.3001874', 'CorpusId': 15789051}",3.0,"Rodrigo Queiroz, T. Berger, K. Czarnecki","Book, JournalArticle","DBLP:conf/oopsla/QueirozBC16, MAG:2537446610, DOI:10.1145/3001867.3001874, CorpusId:15789051"
Using machine learning to infer constraints for product lines,,"[{'authorId': '121072977', 'name': 'Paul Temple'}, {'authorId': '36457775', 'name': 'J. Galindo'}, {'authorId': '2191325', 'name': 'M. Acher'}, {'authorId': '145810487', 'name': 'J. Jézéquel'}]",2016.0,Software Product Lines Conference,{'name': 'Proceedings of the 20th International Systems and Software Product Line Conference'},https://www.semanticscholar.org/paper/362222c8f32abe719e0b4baf56e2a9dd81026848,True,"{'url': 'https://hal.inria.fr/hal-01323446/file/SPLC_2016_Paper.pdf', 'status': 'GREEN', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2934466.2934472?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2934466.2934472, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",72.0,40.0,,"['JournalArticle', 'Book']",['Computer Science'],"{'DBLP': 'conf/splc/TempleGAJ16', 'MAG': '2526174560', 'DOI': '10.1145/2934466.2934472', 'CorpusId': 18529089}",3.0,"Paul Temple, J. Galindo, M. Acher, J. Jézéquel","JournalArticle, Book","DBLP:conf/splc/TempleGAJ16, MAG:2526174560, DOI:10.1145/2934466.2934472, CorpusId:18529089"
Using IVML to model the topology of big data processing pipelines,"Creating product lines of Big Data stream processing applications introduces a number of novel challenges to variability modeling. In this paper, we discuss these challenges and demonstrate how advanced variability modeling capabilities can be used to directly model the topology of processing pipelines as well as their variability. We also show how such processing pipelines can be modeled, configured and validated using the Integrated Variability Modeling Language (IVML).","[{'authorId': '2319070', 'name': 'Holger Eichelberger'}, {'authorId': '48753567', 'name': 'Cui Qin'}, {'authorId': '3463010', 'name': 'R. Sizonenko'}, {'authorId': '144242731', 'name': 'Klaus Schmid'}]",2016.0,Software Product Lines Conference,{'name': 'Proceedings of the 20th International Systems and Software Product Line Conference'},https://www.semanticscholar.org/paper/1b2bbdda66dca17afb486f6f08b7c1bef2166ff3,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2934466.2934476?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2934466.2934476, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",19.0,24.0,,"['JournalArticle', 'Book']","['Computer Science', 'Engineering']","{'DBLP': 'conf/splc/EichelbergerQSS16', 'MAG': '2526341607', 'DOI': '10.1145/2934466.2934476', 'CorpusId': 14266456}",2.0,"Holger Eichelberger, Cui Qin, R. Sizonenko, Klaus Schmid","JournalArticle, Book","DBLP:conf/splc/EichelbergerQSS16, MAG:2526341607, DOI:10.1145/2934466.2934476, CorpusId:14266456"
A mathematical model of performance-relevant feature interactions,,"[{'authorId': '2153914646', 'name': 'Yi Zhang'}, {'authorId': '3123889', 'name': 'Jianmei Guo'}, {'authorId': '3066199', 'name': 'Eric Blais'}, {'authorId': '1726889', 'name': 'K. Czarnecki'}, {'authorId': '1808851', 'name': 'Huiqun Yu'}]",2016.0,Software Product Lines Conference,{'name': 'Proceedings of the 20th International Systems and Software Product Line Conference'},https://www.semanticscholar.org/paper/a665a8fae66c3565435c30e51d7e1735c26e669a,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2934466.2934469?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2934466.2934469, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",30.0,21.0,,"['Book', 'JournalArticle']",['Computer Science'],"{'MAG': '2527012254', 'DBLP': 'conf/splc/ZhangGBCY16', 'DOI': '10.1145/2934466.2934469', 'CorpusId': 17925467}",0.0,"Yi Zhang, Jianmei Guo, Eric Blais, K. Czarnecki, Huiqun Yu","Book, JournalArticle","MAG:2527012254, DBLP:conf/splc/ZhangGBCY16, DOI:10.1145/2934466.2934469, CorpusId:17925467"
An Uncertainty-Aware Approach to Optimal Configuration of Stream Processing Systems,"Finding optimal configurations for Stream Processing Systems (SPS) is a challenging problem due to the large number of parameters that can influence their performance and the lack of analytical models to anticipate the effect of a change. To tackle this issue, we consider tuning methods where an experimenter is given a limited budget of experiments and needs to carefully allocate this budget to find optimal configurations. We propose in this setting Bayesian Optimization for Configuration Optimization (BO4CO), an auto-tuning algorithm that leverages Gaussian Processes (GPs) to iteratively capture posterior distributions of the configuration spaces and sequentially drive the experimentation. Validation based on Apache Storm demonstrates that our approach locates optimal configurations within a limited experimental budget, with an improvement of SPS performance typically of at least an order of magnitude compared to existing configuration algorithms.","[{'authorId': '31948108', 'name': 'Pooyan Jamshidi'}, {'authorId': '144805467', 'name': 'G. Casale'}]",2016.0,"IEEE/ACM International Symposium on Modeling, Analysis, and Simulation On Computer and Telecommunication Systems","{'pages': '39-48', 'name': '2016 IEEE 24th International Symposium on Modeling, Analysis and Simulation of Computer and Telecommunication Systems (MASCOTS)'}",https://www.semanticscholar.org/paper/56ffa348dc9f081e241a9f0e03d09bbe5f1baf15,True,"{'url': 'https://arxiv.org/pdf/1606.06543', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1606.06543, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",124.0,44.0,,['JournalArticle'],['Computer Science'],"{'MAG': '2950458025', 'DBLP': 'journals/corr/JamshidiC16', 'ArXiv': '1606.06543', 'DOI': '10.1109/MASCOTS.2016.17', 'CorpusId': 16059634}",13.0,"Pooyan Jamshidi, G. Casale",JournalArticle,"MAG:2950458025, DBLP:journals/corr/JamshidiC16, ArXiv:1606.06543, DOI:10.1109/MASCOTS.2016.17, CorpusId:16059634"
Learning and Evolution in Dynamic Software Product Lines,,"[{'authorId': '2587019', 'name': 'Amir Molzam Sharifloo'}, {'authorId': '145485764', 'name': 'Andreas Metzger'}, {'authorId': '34610984', 'name': 'Clément Quinton'}, {'authorId': '1704858', 'name': 'L. Baresi'}, {'authorId': '1808200', 'name': 'K. Pohl'}]",2016.0,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,"{'pages': '158-164', 'name': '2016 IEEE/ACM 11th International Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS)'}",https://www.semanticscholar.org/paper/0093c731bf2b58d0a1745aa8f9e5094801077230,True,"{'url': 'https://hal.archives-ouvertes.fr/hal-01280837/file/seams16.pdf', 'status': 'GREEN', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2897053.2897058?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2897053.2897058, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",36.0,36.0,,"['Book', 'JournalArticle']",['Computer Science'],"{'DBLP': 'conf/icse/ShariflooMQBP16', 'MAG': '2405981446', 'DOI': '10.1145/2897053.2897058', 'CorpusId': 14657124}",1.0,"Amir Molzam Sharifloo, Andreas Metzger, Clément Quinton, L. Baresi, K. Pohl","Book, JournalArticle","DBLP:conf/icse/ShariflooMQBP16, MAG:2405981446, DOI:10.1145/2897053.2897058, CorpusId:14657124"
A bibliometric analysis of 20 years of research on software product lines,,"[{'authorId': '1700527', 'name': 'R. Heradio'}, {'authorId': '1400612696', 'name': 'Hector Perez-Morago'}, {'authorId': '1400612686', 'name': 'David Fernández-Amorós'}, {'authorId': '1702342', 'name': 'F. Cabrerizo'}, {'authorId': '1397996912', 'name': 'E. Herrera-Viedma'}]",2016.0,Information and Software Technology,"{'volume': '72', 'pages': '1-15', 'name': 'Inf. Softw. Technol.'}",https://www.semanticscholar.org/paper/e269f8136d45037f3cb0c5efee451c76beb031a9,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.infsof.2015.11.004?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.infsof.2015.11.004, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",88.0,176.0,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/infsof/HeradioPFCH16', 'MAG': '2181778884', 'DOI': '10.1016/j.infsof.2015.11.004', 'CorpusId': 205437084}",2.0,"R. Heradio, Hector Perez-Morago, David Fernández-Amorós, F. Cabrerizo, E. Herrera-Viedma",JournalArticle,"DBLP:journals/infsof/HeradioPFCH16, MAG:2181778884, DOI:10.1016/j.infsof.2015.11.004, CorpusId:205437084"
Daleel: Simplifying cloud instance selection using machine learning,"Decision making in cloud environments is quite challenging due to the diversity in service offerings and pricing models, especially considering that the cloud market is an incredibly fast moving one. In addition, there are no hard and fast rules; each customer has a specific set of constraints (e.g. budget) and application requirements (e.g. minimum computational resources). Machine learning can help address some of the complicated decisions by carrying out customer-specific analytics to determine the most suitable instance type(s) and the most opportune time for starting or migrating instances. We employ machine learning techniques to develop an adaptive deployment policy, providing an optimal match between the customer demands and the available cloud service offerings. We provide an experimental study based on extensive set of job executions over a major public cloud infrastructure.","[{'authorId': '1904816', 'name': 'F. Samreen'}, {'authorId': '9072246', 'name': 'Yehia El-khatib'}, {'authorId': '143876049', 'name': 'Matthew Rowe'}, {'authorId': '1700173', 'name': 'G. Blair'}]",2016.0,IEEE/IFIP Network Operations and Management Symposium,"{'pages': '557-563', 'name': 'NOMS 2016 - 2016 IEEE/IFIP Network Operations and Management Symposium'}",https://www.semanticscholar.org/paper/8a4598344feb1cfd0e340e57ff373bb2f9760da5,True,"{'url': 'https://eprints.lancs.ac.uk/id/eprint/77761/1/149817.pdf', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1602.02159, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",55.0,30.0,,['JournalArticle'],['Computer Science'],"{'DBLP': 'conf/noms/SamreenERB16', 'ArXiv': '1602.02159', 'MAG': '3098491901', 'DOI': '10.1109/NOMS.2016.7502858', 'CorpusId': 750363}",2.0,"F. Samreen, Yehia El-khatib, Matthew Rowe, G. Blair",JournalArticle,"DBLP:conf/noms/SamreenERB16, ArXiv:1602.02159, MAG:3098491901, DOI:10.1109/NOMS.2016.7502858, CorpusId:750363"
A Comparison of 10 Sampling Algorithms for Configurable Systems,"Almost every software system provides configuration options to tailor the system to the target platform and application scenario. Often, this configurability renders the analysis of every individual system configuration infeasible. To address this problem, researchers have proposed a diverse set of sampling algorithms. We present a comparative study of 10 state-of-the-art sampling algorithms regarding their fault-detection capability and size of sample sets. The former is important to improve software quality and the latter to reduce the time of analysis. In a nutshell, we found that sampling algorithms with larger sample sets are able to detect higher numbers of faults, but simple algorithms with small sample sets, such as most-enabled-disabled, are the most efficient in most contexts. Furthermore, we observed that the limiting assumptions made in previous work influence the number of detected faults, the size of sample sets, and the ranking of algorithms. Finally, we have identified a number of technical challenges when trying to avoid the limiting assumptions, which questions the practicality of certain sampling algorithms.","[{'authorId': '32906309', 'name': 'Flávio M. Medeiros'}, {'authorId': '145832795', 'name': 'Christian Kästner'}, {'authorId': '144169117', 'name': 'Márcio Ribeiro'}, {'authorId': '1700856', 'name': 'Rohit Gheyi'}, {'authorId': '1721771', 'name': 'S. Apel'}]",2016.0,International Conference on Software Engineering,"{'pages': '643-654', 'name': '2016 IEEE/ACM 38th International Conference on Software Engineering (ICSE)'}",https://www.semanticscholar.org/paper/58657b8a52133fd9aff02af78ddfaa177c287425,True,"{'url': 'https://arxiv.org/pdf/1602.02052', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1602.02052, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",220.0,61.0,,"['JournalArticle', 'Book', 'Conference']",['Computer Science'],"{'MAG': '2294668324', 'DBLP': 'conf/icse/MedeirosKRGA16', 'ArXiv': '1602.02052', 'DOI': '10.1145/2884781.2884793', 'CorpusId': 824863}",33.0,"Flávio M. Medeiros, Christian Kästner, Márcio Ribeiro, Rohit Gheyi, S. Apel","JournalArticle, Book, Conference","MAG:2294668324, DBLP:conf/icse/MedeirosKRGA16, ArXiv:1602.02052, DOI:10.1145/2884781.2884793, CorpusId:824863"
Cost-Efficient Sampling for Performance Prediction of Configurable Systems (T),,"[{'authorId': '32595269', 'name': 'Atrisha Sarkar'}, {'authorId': '3123889', 'name': 'Jianmei Guo'}, {'authorId': '1708928', 'name': 'Norbert Siegmund'}, {'authorId': '1721771', 'name': 'S. Apel'}, {'authorId': '1726889', 'name': 'K. Czarnecki'}]",2015.0,International Conference on Automated Software Engineering,"{'pages': '342-352', 'name': '2015 30th IEEE/ACM International Conference on Automated Software Engineering (ASE)'}",https://www.semanticscholar.org/paper/d8bf8fb4fee15ce1839090dda182c4c7a018c1f9,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/ASE.2015.45?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ASE.2015.45, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",177.0,22.0,,"['Book', 'JournalArticle', 'Conference']",['Computer Science'],"{'MAG': '2249475272', 'DBLP': 'conf/kbse/SarkarGSAC15', 'DOI': '10.1109/ASE.2015.45', 'CorpusId': 5738823}",17.0,"Atrisha Sarkar, Jianmei Guo, Norbert Siegmund, S. Apel, K. Czarnecki","Book, JournalArticle, Conference","MAG:2249475272, DBLP:conf/kbse/SarkarGSAC15, DOI:10.1109/ASE.2015.45, CorpusId:5738823"
Performance Prediction of Configurable Software Systems by Fourier Learning (T),,"[{'authorId': '2154203751', 'name': 'Yi Zhang'}, {'authorId': '3123889', 'name': 'Jianmei Guo'}, {'authorId': '3066199', 'name': 'Eric Blais'}, {'authorId': '1726889', 'name': 'K. Czarnecki'}]",2015.0,International Conference on Automated Software Engineering,"{'pages': '365-373', 'name': '2015 30th IEEE/ACM International Conference on Automated Software Engineering (ASE)'}",https://www.semanticscholar.org/paper/022c6f4d3048637ed87ab469613ccab01c6d56c2,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/ASE.2015.15?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ASE.2015.15, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",95.0,22.0,,"['JournalArticle', 'Book', 'Conference']",['Computer Science'],"{'MAG': '2240989855', 'DBLP': 'conf/kbse/ZhangGBC15', 'DOI': '10.1109/ASE.2015.15', 'CorpusId': 15300649}",9.0,"Yi Zhang, Jianmei Guo, Eric Blais, K. Czarnecki","JournalArticle, Book, Conference","MAG:2240989855, DBLP:conf/kbse/ZhangGBC15, DOI:10.1109/ASE.2015.15, CorpusId:15300649"
Using decision rules for solving conflicts in extended feature models,,"[{'authorId': '143988212', 'name': 'Lina Ochoa'}, {'authorId': '2375538', 'name': 'Oscar González Rojas'}, {'authorId': '1691006', 'name': 'Thomas Thüm'}]",2015.0,Software Language Engineering,{'name': 'Proceedings of the 2015 ACM SIGPLAN International Conference on Software Language Engineering'},https://www.semanticscholar.org/paper/24fec5a7f9040d6405fae5f4243210c1eec346c9,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2814251.2814263?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2814251.2814263, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",25.0,26.0,,"['JournalArticle', 'Book']",['Computer Science'],"{'DBLP': 'conf/sle/OchoaRT15', 'MAG': '1986416516', 'DOI': '10.1145/2814251.2814263', 'CorpusId': 18922145}",2.0,"Lina Ochoa, Oscar González Rojas, Thomas Thüm","JournalArticle, Book","DBLP:conf/sle/OchoaRT15, MAG:1986416516, DOI:10.1145/2814251.2814263, CorpusId:18922145"
Survey of review spam detection using machine learning techniques,"Online reviews are often the primary factor in a customer’s decision to purchase a product or service, and are a valuable source of information that can be used to determine public opinion on these products or services. Because of their impact, manufacturers and retailers are highly concerned with customer feedback and reviews. Reliance on online reviews gives rise to the potential concern that wrongdoers may create false reviews to artificially promote or devalue products and services. This practice is known as Opinion (Review) Spam, where spammers manipulate and poison reviews (i.e., making fake, untruthful, or deceptive reviews) for profit or gain. Since not all online reviews are truthful and trustworthy, it is important to develop techniques for detecting review spam. By extracting meaningful features from the text using Natural Language Processing (NLP), it is possible to conduct review spam detection using various machine learning techniques. Additionally, reviewer information, apart from the text itself, can be used to aid in this process. In this paper, we survey the prominent machine learning techniques that have been proposed to solve the problem of review spam detection and the performance of different approaches for classification and detection of review spam. The majority of current research has focused on supervised learning methods, which require labeled data, a scarcity when it comes to online review spam. Research on methods for Big Data are of interest, since there are millions of online reviews, with many more being generated daily. To date, we have not found any papers that study the effects of Big Data analytics for review spam detection. The primary goal of this paper is to provide a strong and comprehensive comparative study of current research on detecting review spam using various machine learning techniques and to devise methodology for conducting further investigation.","[{'authorId': '2066467014', 'name': 'M. Crawford'}, {'authorId': '1725285', 'name': 'T. Khoshgoftaar'}, {'authorId': '2920464', 'name': 'Joseph D. Prusa'}, {'authorId': '2099109', 'name': 'Aaron N. Richter'}, {'authorId': '2573982', 'name': 'Hamzah Al Najada'}]",2015.0,Journal of Big Data,"{'volume': '2', 'pages': '1-24', 'name': 'Journal of Big Data'}",https://www.semanticscholar.org/paper/248a91a80569d526a508d369bdeb96404a3b5548,True,"{'url': 'https://journalofbigdata.springeropen.com/track/pdf/10.1186/s40537-015-0029-9', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1186/s40537-015-0029-9?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1186/s40537-015-0029-9, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",465.0,48.0,,"['JournalArticle', 'Review']",['Computer Science'],"{'MAG': '1851422430', 'DBLP': 'journals/jbd/CrawfordKPRN15', 'DOI': '10.1186/s40537-015-0029-9', 'CorpusId': 206988459}",16.0,"M. Crawford, T. Khoshgoftaar, Joseph D. Prusa, Aaron N. Richter, Hamzah Al Najada","JournalArticle, Review","MAG:1851422430, DBLP:journals/jbd/CrawfordKPRN15, DOI:10.1186/s40537-015-0029-9, CorpusId:206988459"
Personalized Decision-Strategy based Web Service Selection using a Learning-to-Rank Algorithm,,"[{'authorId': '2578977', 'name': 'M. S. Saleem'}, {'authorId': '144835980', 'name': 'Chen Ding'}, {'authorId': '2400064023', 'name': 'Xumin Liu'}, {'authorId': '36452710', 'name': 'Chi-Hung Chi'}]",2015.0,IEEE Transactions on Services Computing,"{'volume': '8', 'pages': '727-739', 'name': 'IEEE Transactions on Services Computing'}",https://www.semanticscholar.org/paper/43fa91fa07ac31a8f605581d06503cdb6825950e,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/TSC.2014.2377724?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/TSC.2014.2377724, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",19.0,26.0,,['JournalArticle'],['Computer Science'],"{'MAG': '2080277131', 'DBLP': 'journals/tsc/SaleemDLC15', 'DOI': '10.1109/TSC.2014.2377724', 'CorpusId': 14330101}",1.0,"M. S. Saleem, Chen Ding, Xumin Liu, Chi-Hung Chi",JournalArticle,"MAG:2080277131, DBLP:journals/tsc/SaleemDLC15, DOI:10.1109/TSC.2014.2377724, CorpusId:14330101"
Performance-influence models for highly configurable systems,,"[{'authorId': '1708928', 'name': 'Norbert Siegmund'}, {'authorId': '3236963', 'name': 'A. Grebhahn'}, {'authorId': '1721771', 'name': 'S. Apel'}, {'authorId': '145832795', 'name': 'Christian Kästner'}]",2015.0,ESEC/SIGSOFT FSE,{'name': 'Proceedings of the 2015 10th Joint Meeting on Foundations of Software Engineering'},https://www.semanticscholar.org/paper/80ba1b6e68453b1f8616f24f2db686be1bc2a262,True,"{'url': 'http://www.infosun.fim.uni-passau.de/cl/publications/docs/SGA%2B15.pdf', 'status': 'GREEN', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2786805.2786845?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2786805.2786845, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",296.0,30.0,,"['JournalArticle', 'Book']",['Computer Science'],"{'MAG': '2573342168', 'DBLP': 'conf/sigsoft/SiegmundGAK15', 'DOI': '10.1145/2786805.2786845', 'CorpusId': 1388079}",33.0,"Norbert Siegmund, A. Grebhahn, S. Apel, Christian Kästner","JournalArticle, Book","MAG:2573342168, DBLP:conf/sigsoft/SiegmundGAK15, DOI:10.1145/2786805.2786845, CorpusId:1388079"
"Hey, you have given me too many knobs!: understanding and dealing with over-designed configuration in system software",,"[{'authorId': '38127194', 'name': 'Tianyin Xu'}, {'authorId': '2115288825', 'name': 'Long Jin'}, {'authorId': '2511692', 'name': 'Xuepeng Fan'}, {'authorId': '145850061', 'name': 'Yuanyuan Zhou'}, {'authorId': '40626838', 'name': 'S. Pasupathy'}, {'authorId': '3099404', 'name': 'Rukma Talwadker'}]",2015.0,ESEC/SIGSOFT FSE,{'name': 'Proceedings of the 2015 10th Joint Meeting on Foundations of Software Engineering'},https://www.semanticscholar.org/paper/1521c2c45835a1dd3d29f9886010c652063b7bad,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2786805.2786852?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2786805.2786852, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",220.0,87.0,,"['JournalArticle', 'Book']","['Computer Science', 'Engineering']","{'MAG': '1970017388', 'DBLP': 'conf/sigsoft/XuJFZPT15', 'DOI': '10.1145/2786805.2786852', 'CorpusId': 13945218}",16.0,"Tianyin Xu, Long Jin, Xuepeng Fan, Yuanyuan Zhou, S. Pasupathy, Rukma Talwadker","JournalArticle, Book","MAG:1970017388, DBLP:conf/sigsoft/XuJFZPT15, DOI:10.1145/2786805.2786852, CorpusId:13945218"
Empirical comparison of regression methods for variability-aware performance prediction,,"[{'authorId': '3089958', 'name': 'P. Valov'}, {'authorId': '3123889', 'name': 'Jianmei Guo'}, {'authorId': '1726889', 'name': 'K. Czarnecki'}]",2015.0,Software Product Lines Conference,{'name': 'Proceedings of the 19th International Conference on Software Product Line'},https://www.semanticscholar.org/paper/ee7583b318e6813ea1133cd0c574eae5112e1dec,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2791060.2791069?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2791060.2791069, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",46.0,24.0,,"['Book', 'JournalArticle']",['Computer Science'],"{'MAG': '2094789414', 'DBLP': 'conf/splc/ValovGC15', 'DOI': '10.1145/2791060.2791069', 'CorpusId': 3113891}",6.0,"P. Valov, Jianmei Guo, K. Czarnecki","Book, JournalArticle","MAG:2094789414, DBLP:conf/splc/ValovGC15, DOI:10.1145/2791060.2791069, CorpusId:3113891"
Autotuning algorithmic choice for input sensitivity,,"[{'authorId': '1766680', 'name': 'Yufei Ding'}, {'authorId': '1773260', 'name': 'Jason Ansel'}, {'authorId': '1803567', 'name': 'K. Veeramachaneni'}, {'authorId': '37914192', 'name': 'Xipeng Shen'}, {'authorId': '1398192342', 'name': 'Una-May O’Reilly'}, {'authorId': '1709150', 'name': 'Saman P. Amarasinghe'}]",2015.0,ACM-SIGPLAN Symposium on Programming Language Design and Implementation,{'name': 'Proceedings of the 36th ACM SIGPLAN Conference on Programming Language Design and Implementation'},https://www.semanticscholar.org/paper/9befd565497af6549f42cc0823041c19c540a174,True,"{'url': 'https://dl.acm.org/doi/pdf/10.1145/2737924.2737969', 'status': 'BRONZE', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2737924.2737969?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2737924.2737969, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",121.0,50.0,,"['Book', 'JournalArticle', 'Conference']",['Computer Science'],"{'DBLP': 'conf/pldi/DingAVSOA15', 'MAG': '2147370410', 'DOI': '10.1145/2737924.2737969', 'CorpusId': 621307}",5.0,"Yufei Ding, Jason Ansel, K. Veeramachaneni, Xipeng Shen, Una-May O’Reilly, Saman P. Amarasinghe","Book, JournalArticle, Conference","DBLP:conf/pldi/DingAVSOA15, MAG:2147370410, DOI:10.1145/2737924.2737969, CorpusId:621307"
