oci,citing,cited,creation,timespan,journal_sc,author_sc
06901170226-062201284361,10.1016/j.ifacol.2021.08.082,10.2307/41409967,2021,P10Y,no,no
0604861942-062201284361,10.1145/3659154.3659193,10.2307/41409967,2023-12-14,P12Y,no,no
061602491726-062201284361,10.1109/ismsc.2015.7594058,10.2307/41409967,2015-05,P4Y,no,no
062401013546-062201284361,10.1287/isre.2013.0500,10.2307/41409967,2013-12,P2Y,no,no
061802878475-062201284361,10.1007/s10588-021-09333-0,10.2307/41409967,2021-06-10,P10Y,no,no
0607276581-062201284361,10.1108/imds-05-2024-0488,10.2307/41409967,2025-02-20,P14Y,no,no
06402149028-062201284361,10.1007/978-3-030-79976-2_18,10.2307/41409967,2021,P10Y,no,no
06330145743-062201284361,10.1108/ijopm-11-2022-0752,10.2307/41409967,2023-06-09,P12Y,no,no
06604347602-062201284361,10.18092/ulikidince.1215189,10.2307/41409967,2023-08-08,P12Y,no,no
062503949764-062201284361,10.1108/ejim-07-2022-0374,10.2307/41409967,2022-12-20,P11Y,no,no
061901872922-062201284361,10.1007/s10997-020-09534-w,10.2307/41409967,2020-10-04,P9Y,no,no
062401013281-062201284361,10.1287/isre.2018.0798,10.2307/41409967,2019-03,P8Y,no,no
06802316497-062201284361,10.3390/su14094967,10.2307/41409967,2022-04-20,P11Y,no,no
06501203083-062201284361,10.1177/0266666914564629,10.2307/41409967,2014-12-15,P3Y,no,no
061701797325-062201284361,10.1108/jeim-08-2019-0237,10.2307/41409967,2020-10-27,P9Y,no,no
06180557874-062201284361,10.1057/ejis.2014.2,10.2307/41409967,2014-07,P3Y,no,no
06320175470-062201284361,10.1177/03128962221142435,10.2307/41409967,2022-12-17,P11Y,no,no
061501017792-062201284361,10.1016/j.jsis.2020.101594,10.2307/41409967,2020-03,P9Y,no,no
061302166912-062201284361,10.1111/deci.12399,10.2307/41409967,2019-06-18,P8Y,no,no
06270368908-062201284361,10.1016/j.jengtecman.2024.101802,10.2307/41409967,2024-01,P13Y,no,no
0605110663-062201284361,10.1016/j.heliyon.2024.e40839,10.2307/41409967,2024-12,P13Y,no,no
062301430165-062201284361,10.4018/ijisscm.2018100101,10.2307/41409967,2018-10,P7Y,no,no
062402425590-062201284361,10.1016/j.ajsl.2019.06.003,10.2307/41409967,2019-06,P8Y,no,no
06280181420-062201284361,10.4018/978-1-6684-5007-9.ch009,10.2307/41409967,2023-03-07,P12Y,no,no
06290508321-062201284361,10.1080/09537325.2024.2322022,10.2307/41409967,2024-03-06,P13Y,no,no
06250761228-062201284361,10.1080/07421222.2018.1451957,10.2307/41409967,2018-04-03,P7Y,no,no
061403800993-062201284361,10.1108/bpmj-06-2022-0254,10.2307/41409967,2023-02-02,P12Y,no,no
06901370579-062201284361,10.4018/ijitbag.2018010101,10.2307/41409967,2018-01,P7Y,no,no
06202232304-062201284361,10.1080/08874417.2021.1927240,10.2307/41409967,2021-08-30,P10Y,no,no
06804442987-062201284361,10.1590/0034-761220220221,10.2307/41409967,2023,P12Y,no,no
061803889520-062201284361,10.1016/j.heliyon.2023.e14241,10.2307/41409967,2023-03,P12Y,no,no
06290194270-062201284361,10.3390/su15107875,10.2307/41409967,2023-05-11,P12Y,no,no
06202779300-062201284361,10.1590/1806-9649-2020v28e5294,10.2307/41409967,2021,P10Y,no,no
061604347051-062201284361,10.1108/mip-10-2023-0528,10.2307/41409967,2024-09-09,P13Y,no,no
06604830578-062201284361,10.1108/jsbed-10-2023-0462,10.2307/41409967,2024-06-11,P13Y,no,no
0648095294-062201284361,10.1007/s10660-023-09717-1,10.2307/41409967,2023-06-08,P12Y,no,no
0607030518-062201284361,10.3390/su17062362,10.2307/41409967,2025-03-07,P14Y,no,no
061801044136-062201284361,10.1002/jsc.1961,10.2307/41409967,2014-02,P3Y,no,no
062401013352-062201284361,10.1287/isre.2017.0711,10.2307/41409967,2017-12,P6Y,no,no
06120245063-062201284361,10.1016/j.tmp.2019.100606,10.2307/41409967,2020-01,P9Y,no,no
061801660629-062201284361,10.1111/isj.12130,10.2307/41409967,2016-11-29,P5Y,no,no
06450124154-062201284361,10.1108/intr-07-2021-0503,10.2307/41409967,2023-02-28,P12Y,no,no
061602574587-062201284361,10.4018/978-1-7998-4799-1.ch010,10.2307/41409967,2022,P11Y,no,no
061904210584-062201284361,10.1016/j.techfore.2023.123040,10.2307/41409967,2024-02,P13Y,no,no
0690294816-062201284361,10.1016/j.jbusres.2015.10.014,10.2307/41409967,2016-05,P5Y,no,no
0660965009-062201284361,10.1080/16258312.2022.2031276,10.2307/41409967,2022-01-27,P11Y,no,no
062401960604-062201284361,10.1108/md-07-2018-0829,10.2307/41409967,2019-09-12,P8Y,no,no
062203531936-062201284361,10.21511/im.18(4).2022.05,10.2307/41409967,2022-10-18,P11Y,no,no
062504029441-062201284361,10.3390/su151310189,10.2307/41409967,2023-06-27,P12Y,no,no
06404396896-062201284361,10.1080/19368623.2023.2241038,10.2307/41409967,2023-07-30,P12Y,no,no
06120459654-062201284361,10.1016/j.im.2021.103510,10.2307/41409967,2021-07,P10Y,no,no
06310588112-062201284361,10.1177/09721509241260365,10.2307/41409967,2024-06-21,P13Y,no,no
061701166425-062201284361,10.1057/s41288-018-0109-0,10.2307/41409967,2018-10-09,P7Y,no,no
061904210650-062201284361,10.1016/j.techfore.2023.123174,10.2307/41409967,2024-03,P13Y,no,no
061103474771-062201284361,10.2478/picbe-2022-0019,10.2307/41409967,2022-08-01,P11Y,no,no
061901935583-062201284361,10.1007/978-3-030-62412-5_20,10.2307/41409967,2020,P9Y,no,no
061102620504-062201284361,10.1016/j.ijinfomgt.2021.102385,10.2307/41409967,2021-10,P10Y,no,no
06130459123-062201284361,10.1016/j.im.2014.05.005,10.2307/41409967,2014-09,P3Y,no,no
062502331548-062201284361,10.4018/978-1-5225-5589-6.ch003,10.2307/41409967,2019,P8Y,no,no
06804853676-062201284361,10.1108/imds-01-2024-0053,10.2307/41409967,2024-10-08,P13Y,no,no
061802893806-062201284361,10.1109/hicss.2014.543,10.2307/41409967,2014-01,P3Y,no,no
06404661092-062201284361,10.1108/ijppm-07-2023-0383,10.2307/41409967,2024-02-27,P13Y,no,no
0660509828-062201284361,10.1108/bpmj-06-2014-0061,10.2307/41409967,2015-06-01,P4Y,no,no
06802417206-062201284361,10.1007/978-3-030-36584-4_3,10.2307/41409967,2019-12-20,P8Y,no,no
06302412187-062201284361,10.1108/jhlscm-10-2020-0089,10.2307/41409967,2020-11-27,P9Y,no,no
0637080361-062201284361,10.3390/socsci12050285,10.2307/41409967,2023-05-05,P12Y,no,no
0650286512-062201284361,10.1016/j.jbusres.2021.04.072,10.2307/41409967,2021-09,P10Y,no,no
062504234899-062201284361,10.1007/978-3-031-19884-7_20,10.2307/41409967,2024,P13Y,no,no
062502494897-062201284361,10.4018/978-1-5225-0047-6.ch012,10.2307/41409967,2016,P5Y,no,no
061102188757-062201284361,10.1007/s11301-020-00186-6,10.2307/41409967,2020-04-19,P9Y,no,no
061102620945-062201284361,10.1016/j.ijinfomgt.2018.12.005,10.2307/41409967,2019-08,P8Y,no,no
06904295143-062201284361,10.1016/j.jik.2024.100589,10.2307/41409967,2024-10,P13Y,no,no
06501455582-062201284361,10.1016/j.pursup.2018.02.003,10.2307/41409967,2019-01,P8Y,no,no
06201291391-062201284361,10.1108/imds-08-2021-0496,10.2307/41409967,2022-05-19,P11Y,no,no
061202603459-062201284361,10.1016/j.ijinfomgt.2015.06.006,10.2307/41409967,2015-10,P4Y,no,no
062203438690-062201284361,10.4018/jdm.309433,10.2307/41409967,2022,P11Y,no,no
06220770411-062201284361,10.1016/j.intman.2020.100737,10.2307/41409967,2021-03,P10Y,no,no
06402210727-062201284361,10.1007/978-3-030-67032-0_8,10.2307/41409967,2021,P10Y,no,no
0607005746-062201284361,10.1016/j.indmarman.2025.01.002,10.2307/41409967,2025-02,P14Y,no,no
06180557648-062201284361,10.1080/0960085x.2020.1808541,10.2307/41409967,2020-08-27,P9Y,no,no
06450124203-062201284361,10.4018/978-1-6684-9261-1.ch012,10.2307/41409967,2023-06-30,P12Y,no,no
061104392024-062201284361,10.1108/jstpm-12-2023-0244,10.2307/41409967,2024-07-02,P13Y,no,no
0605113680-062201284361,10.47172/2965-730x.sdgsreview.v5.n01.pe03301,10.2307/41409967,2024-12-04,P13Y,no,no
06160883515-062201284361,10.1108/bij-04-2020-0151,10.2307/41409967,2020-09-07,P9Y,no,no
06401112124-062201284361,10.1142/s0219649219500175,10.2307/41409967,2019-06,P8Y,no,no
06250761858-062201284361,10.1080/07421222.2015.1099180,10.2307/41409967,2015-07-03,P4Y,no,no
06290603756-062201284361,10.1016/j.im.2024.104030,10.2307/41409967,2024-11,P13Y,no,no
0606767239-062201284361,10.21833/ijaas.2025.01.023,10.2307/41409967,2025-01,P14Y,no,no
061302656588-062201284361,10.1108/jstpm-07-2021-0095,10.2307/41409967,2022-07-14,P11Y,no,no
061102526265-062201284361,10.1109/edoc.2015.33,10.2307/41409967,2015-09,P4Y,no,no
0607640086-062201284361,10.1080/10580530.2025.2477452,10.2307/41409967,2025-03-24,P14Y,no,no
061204333059-062201284361,10.1108/jfra-08-2023-0493,10.2307/41409967,2024-08-08,P13Y,no,no
062304264748-062201284361,10.1016/j.techfore.2023.122884,10.2307/41409967,2023-12,P12Y,no,no
062501029430-062201284361,10.1016/j.accinf.2021.100501,10.2307/41409967,2021-03,P10Y,no,no
06104770682-062201284361,10.3233/hsm-230163,10.2307/41409967,2024-07-31,P13Y,no,no
06102218222-062201284361,10.32890/ijms.28.1.2021.11005,10.2307/41409967,2021-01-27,P10Y,no,no
0660289663-062201284361,10.1016/j.jbusres.2020.10.003,10.2307/41409967,2021-02,P10Y,no,no
06150878640-062201284361,10.1108/mbr-11-2017-0088,10.2307/41409967,2019-07-15,P8Y,no,no
06120459603-062201284361,10.1016/j.im.2022.103592,10.2307/41409967,2022-03,P11Y,no,no
06701693844-062201284361,10.1007/s12599-021-00739-3,10.2307/41409967,2022-01-03,P11Y,no,no
06704788809-062201284361,10.1108/intr-12-2023-1125,10.2307/41409967,2024-08-16,P13Y,no,no
061203098494-062201284361,10.1080/17509653.2015.1113394,10.2307/41409967,2016-02-16,P5Y,no,no
06330382048-062201284361,10.1080/0960085x.2024.2311137,10.2307/41409967,2024-02-05,P13Y,no,no
061304173662-062201284361,10.1080/08874417.2024.2386527,10.2307/41409967,2024-08-08,P13Y,no,no
061703453847-062201284361,10.1016/j.ibusrev.2022.102032,10.2307/41409967,2022-12,P11Y,no,no
0660290427-062201284361,10.1016/j.jbusres.2019.09.022,10.2307/41409967,2021-01,P10Y,no,no
0680292713-062201284361,10.1016/j.jbusres.2016.04.014,10.2307/41409967,2016-10,P5Y,no,no
0606288572-062201284361,10.3390/su17010234,10.2307/41409967,2024-12-31,P13Y,no,no
062503903750-062201284361,10.2139/ssrn.4507893,10.2307/41409967,2023,P12Y,no,no
0660509338-062201284361,10.1108/bpmj-07-2020-0335,10.2307/41409967,2021-06-24,P10Y,no,no
062204302365-062201284361,10.1007/978-3-031-62719-4_2,10.2307/41409967,2024,P13Y,no,no
062602660979-062201284361,10.1007/978-981-287-426-9_37,10.2307/41409967,2016,P5Y,no,no
061504285908-062201284361,10.2139/ssrn.4749201,10.2307/41409967,2024,P13Y,no,no
061701797550-062201284361,10.1108/jeim-09-2016-0158,10.2307/41409967,2018-02-12,P7Y,no,no
06290492650-062201284361,10.1007/978-3-031-60003-6_7,10.2307/41409967,2024,P13Y,no,no
06180557871-062201284361,10.1057/ejis.2014.4,10.2307/41409967,2014-07,P3Y,no,no
061701466602-062201284361,10.1007/978-981-16-2377-6_70,10.2307/41409967,2021-09-24,P10Y,no,no
06404397902-062201284361,10.1016/j.ijinfomgt.2023.102643,10.2307/41409967,2023-08,P12Y,no,no
062304197491-062201284361,10.1109/tem.2024.3349478,10.2307/41409967,2024,P13Y,no,no
0606356245-062201284361,10.1038/s41598-024-83792-8,10.2307/41409967,2024-12-30,P13Y,no,no
061603061964-062201284361,10.1108/ijopm-08-2014-0406,10.2307/41409967,2016-10-03,P5Y,no,no
0650272163-062201284361,10.1111/radm.12305,10.2307/41409967,2017-12-22,P6Y,no,no
06340359189-062201284361,10.1080/09537287.2024.2321290,10.2307/41409967,2024-02-27,P13Y,no,no
062504209815-062201284361,10.1109/tem.2023.3241922,10.2307/41409967,,,no,no
061203841040-062201284361,10.1080/13675567.2023.2260312,10.2307/41409967,2023-09-27,P12Y,no,no
062601495146-062201284361,10.1016/j.procs.2021.12.147,10.2307/41409967,2022,P11Y,no,no
06350418857-062201284361,10.1108/md-09-2023-1722,10.2307/41409967,2024-02-20,P13Y,no,no
061401392221-062201284361,10.2308/jeta-51255,10.2307/41409967,2015-08-01,P4Y,no,no
0647082562-062201284361,10.1080/09537325.2023.2209223,10.2307/41409967,2023-05-08,P12Y,no,no
0650330280-062201284361,10.1108/imr-12-2017-0261,10.2307/41409967,2019-04-08,P8Y,no,no
061801973722-062201284361,10.1007/s13132-021-00886-8,10.2307/41409967,2022-02-24,P11Y,no,no
062504256907-062201284361,10.1002/mde.4012,10.2307/41409967,2023-11-08,P12Y,no,no
062302349761-062201284361,10.1145/3149572.3149578,10.2307/41409967,2017,P6Y,no,no
06904344923-062201284361,10.38124/ijisrt/ijisrt24apr1615,10.2307/41409967,2024-05-03,P13Y,no,no
06304648566-062201284361,10.1108/emjb-10-2023-0279,10.2307/41409967,2024-01-30,P13Y,no,no
06180186043-062201284361,10.1108/vjikms-05-2019-0064,10.2307/41409967,2020-02-20,P9Y,no,no
062603318969-062201284361,10.5325/transportationj.58.4.0247,10.2307/41409967,2019-10-01,P8Y,no,no
0629023709-062201284361,10.1108/jgoss-02-2020-0011,10.2307/41409967,2020-12-01,P9Y,no,no
061701426874-062201284361,10.1007/978-3-030-96293-7_49,10.2307/41409967,2022,P11Y,no,no
0607545546-062201284361,10.15446/dyna.v92n236.116945,10.2307/41409967,2025-02-07,P14Y,no,no
061602533705-062201284361,10.1109/hicss.2015.456,10.2307/41409967,2015-01,P4Y,no,no
062401013130-062201284361,10.1287/isre.2020.0989,10.2307/41409967,2021-09,P10Y,no,no
06501604955-062201284361,10.1007/978-3-030-85447-8_52,10.2307/41409967,2021,P10Y,no,no
06702499984-062201284361,10.1016/j.tele.2018.08.001,10.2307/41409967,2018-12,P7Y,no,no
061102620824-062201284361,10.1016/j.ijinfomgt.2019.07.017,10.2307/41409967,2019-12,P8Y,no,no
0630422069-062201284361,10.1007/s10796-018-9841-z,10.2307/41409967,2018-03-20,P7Y,no,no
0652092571-062201284361,10.1108/jstp-04-2022-0092,10.2307/41409967,2023-01-11,P12Y,no,no
06270379094-062201284361,10.4018/ijcrmm.338997,10.2307/41409967,2024-02-26,P13Y,no,no
06120459764-062201284361,10.1016/j.im.2020.103345,10.2307/41409967,2020-09,P9Y,no,no
06601321847-062201284361,10.1080/1097198x.2022.2062994,10.2307/41409967,2022-04-03,P11Y,no,no
06501604982-062201284361,10.1007/978-3-030-85447-8_8,10.2307/41409967,2021,P10Y,no,no
06240179895-062201284361,10.3389/fenvs.2022.974399,10.2307/41409967,2022-07-25,P11Y,no,no
061404336369-062201284361,10.33712/mana.1400420,10.2307/41409967,2024-10-31,P13Y,no,no
062302561251-062201284361,10.1109/acsat.2013.60,10.2307/41409967,2013-12,P2Y,no,no
061501017770-062201284361,10.1016/j.jsis.2021.101654,10.2307/41409967,2021-06,P10Y,no,no
06150323453-062201284361,10.1108/scm-03-2020-0099,10.2307/41409967,2021-02-04,P10Y,no,no
06180557820-062201284361,10.1057/ejis.2015.12,10.2307/41409967,2016-05,P5Y,no,no
06203947456-062201284361,10.1080/13675567.2022.2140793,10.2307/41409967,2022-11-01,P11Y,no,no
0650507856-062201284361,10.1016/j.jairtraman.2022.102247,10.2307/41409967,2022-08,P11Y,no,no
0650311693-062201284361,10.2139/ssrn.2010935,10.2307/41409967,2012,P1Y,no,no
0680292681-062201284361,10.1016/j.jbusres.2016.08.011,10.2307/41409967,2017-01,P6Y,no,no
06704788803-062201284361,10.1108/intr-01-2023-0061,10.2307/41409967,2024-04-30,P13Y,no,no
061502855028-062201284361,10.1108/k-11-2020-0810,10.2307/41409967,2021-09-06,P10Y,no,no
061102620537-062201284361,10.1016/j.ijinfomgt.2021.102334,10.2307/41409967,2021-08,P10Y,no,no
0606347377-062201284361,10.1177/21582440241304846,10.2307/41409967,2024-10,P13Y,no,no
06180260822-062201284361,10.1108/jm2-04-2020-0103,10.2307/41409967,2020-12-10,P9Y,no,no
06404431682-062201284361,10.1007/978-3-031-42463-2_11,10.2307/41409967,2023,P12Y,no,no
061402639232-062201284361,10.1108/ijlm-01-2016-0023,10.2307/41409967,2017-05-08,P6Y,no,no
0630421775-062201284361,10.1007/s10796-021-10145-5,10.2307/41409967,2021-05-24,P10Y,no,no
06604704668-062201284361,10.2139/ssrn.4812507,10.2307/41409967,2024,P13Y,no,no
061201742190-062201284361,10.3390/info13070323,10.2307/41409967,2022-07-04,P11Y,no,no
061401392197-062201284361,10.2308/jeta-51613,10.2307/41409967,2016-09-01,P5Y,no,no
0680969887-062201284361,10.4018/jgim.2013100103,10.2307/41409967,2013-10-01,P2Y,no,no
062503949843-062201284361,10.1108/ejim-08-2022-0401,10.2307/41409967,2023-01-27,P12Y,no,no
06704702116-062201284361,10.1109/tem.2024.3407100,10.2307/41409967,2024,P13Y,no,no
06350418844-062201284361,10.1108/md-02-2023-0168,10.2307/41409967,2023-12-05,P12Y,no,no
06704367247-062201284361,10.1016/j.apmrv.2023.03.004,10.2307/41409967,2023-04,P12Y,no,no
061801118182-062201284361,10.1016/j.techfore.2021.121362,10.2307/41409967,2022-02,P11Y,no,no
06120459991-062201284361,10.1016/j.im.2018.02.002,10.2307/41409967,2018-09,P7Y,no,no
0680232873-062201284361,10.1016/j.indmarman.2019.09.003,10.2307/41409967,2020-04,P9Y,no,no
06802933350-062201284361,10.1109/cbi.2015.18,10.2307/41409967,2015-07,P4Y,no,no
061601800826-062201284361,10.1108/jmtm-03-2017-0049,10.2307/41409967,2018-01-15,P7Y,no,no
061502467673-062201284361,10.4018/978-1-5225-2668-1.ch006,10.2307/41409967,2017,P6Y,no,no
06330542967-062201284361,10.1109/bdai62182.2024.10692743,10.2307/41409967,2024-07-05,P13Y,no,no
06802428477-062201284361,10.1108/jibr-11-2020-0364,10.2307/41409967,2021-10-04,P10Y,no,no
061902476069-062201284361,10.4018/978-1-5225-1913-3.ch085,10.2307/41409967,,,no,no
061504172291-062201284361,10.1177/21582440241239467,10.2307/41409967,2024-04,P13Y,no,no
061501017848-062201284361,10.1016/j.jsis.2017.07.002,10.2307/41409967,2018-03,P7Y,no,no
0607096925-062201284361,10.1109/tem.2025.3547691,10.2307/41409967,2025,P14Y,no,no
06201593326-062201284361,10.1108/ijis-08-2018-0083,10.2307/41409967,2019-06-03,P8Y,no,no
062104189137-062201284361,10.1007/s10796-023-10448-9,10.2307/41409967,2024-01-20,P13Y,no,no
062401855072-062201284361,10.1108/ejim-02-2018-0039,10.2307/41409967,2019-03-04,P8Y,no,no
061901988250-062201284361,10.1007/s10479-020-03824-0,10.2307/41409967,2020-10-23,P9Y,no,no
06220770418-062201284361,10.1016/j.intman.2019.100711,10.2307/41409967,2021-03,P10Y,no,no
061302167104-062201284361,10.1111/deci.12205,10.2307/41409967,2016-01-05,P5Y,no,no
061101649684-062201284361,10.3390/logistics3010007,10.2307/41409967,2019-02-11,P8Y,no,no
06120459804-062201284361,10.1016/j.im.2020.103268,10.2307/41409967,2022-04,P11Y,no,no
062101934910-062201284361,10.3390/su13158126,10.2307/41409967,2021-07-21,P10Y,no,no
06802417210-062201284361,10.1007/978-3-030-36584-4_4,10.2307/41409967,2019-12-20,P8Y,no,no
06330145764-062201284361,10.1108/ijopm-09-2022-0595,10.2307/41409967,2023-06-20,P12Y,no,no
0660509619-062201284361,10.1108/bpmj-04-2016-0078,10.2307/41409967,2018-06-19,P7Y,no,no
0605703383-062201284361,10.1016/j.techfore.2025.123997,10.2307/41409967,2025-04,P14Y,no,no
06302317923-062201284361,10.3390/su122410383,10.2307/41409967,2020-12-11,P9Y,no,no
062503443956-062201284361,10.4018/ijsi.304879,10.2307/41409967,2022,P11Y,no,no
061701797610-062201284361,10.1108/jeim-04-2015-0033,10.2307/41409967,2016-09-12,P5Y,no,no
06402443073-062201284361,10.33736/ijbs.3169.2021,10.2307/41409967,2021-03-24,P10Y,no,no
061302723049-062201284361,10.1016/j.procir.2020.02.218 10.5445/ir/1000120521,10.2307/41409967,2020,P9Y,no,no
06504427575-062201284361,10.1016/j.techfore.2023.122851,10.2307/41409967,2023-11,P12Y,no,no
06204384988-062201284361,10.1108/bij-02-2023-0086,10.2307/41409967,2023-05-11,P12Y,no,no
06102700271-062201284361,10.4018/978-1-5225-8060-7.ch034,10.2307/41409967,2019,P8Y,no,no
062403426686-062201284361,10.1016/j.ijinfomgt.2022.102572,10.2307/41409967,2023-02,P12Y,no,no
0680969522-062201284361,10.4018/jgim.288894,10.2307/41409967,2021-11-01,P10Y,no,no
0604860999-062201284361,10.1287/isre.2022.0065,10.2307/41409967,2024-12-26,P13Y,no,no
06601357264-062201284361,10.1002/smr.2388,10.2307/41409967,2021-10-05,P10Y,no,no
062401777300-062201284361,10.3917/jie.032.0197,10.2307/41409967,2020-05-06,P9Y,no,no
06302486351-062201284361,10.3390/joitmc6040190,10.2307/41409967,2020-12-13,P9Y,no,no
06220770344-062201284361,10.1016/j.intman.2021.100838,10.2307/41409967,2021-03,P10Y,no,no
061801118319-062201284361,10.1016/j.techfore.2021.121227,10.2307/41409967,2022-01,P11Y,no,no
06201291490-062201284361,10.1108/imds-07-2020-0425,10.2307/41409967,2021-07-28,P10Y,no,no
061504281657-062201284361,10.1016/j.iedeen.2024.100253,10.2307/41409967,2024-05,P13Y,no,no
06290603758-062201284361,10.1016/j.im.2024.104028,10.2307/41409967,2024-11,P13Y,no,no
0606839412-062201284361,10.1109/aixb62249.2024.00018,10.2307/41409967,2024-12-02,P13Y,no,no
06180557792-062201284361,10.1057/s41303-017-0034-5,10.2307/41409967,2017-03,P6Y,no,no
061103526088-062201284361,10.1016/j.im.2022.103689,10.2307/41409967,2022-12,P11Y,no,no
0605544078-062201284361,10.1016/j.indmarman.2025.01.008,10.2307/41409967,2025-02,P14Y,no,no
0605434169-062201284361,10.1016/j.ssaho.2024.101269,10.2307/41409967,2025,P14Y,no,no
06201291612-062201284361,10.1108/imds-08-2019-0421,10.2307/41409967,2020-07-13,P9Y,no,no
061704306912-062201284361,10.1108/jsit-11-2023-0271,10.2307/41409967,2024-07-31,P13Y,no,no
061901987390-062201284361,10.1007/s10479-022-04800-6,10.2307/41409967,2022-06-08,P11Y,no,no
061103474828-062201284361,10.2478/picbe-2022-0103,10.2307/41409967,2022-08-01,P11Y,no,no
061402639311-062201284361,10.1108/ijlm-07-2013-0085,10.2307/41409967,2015-11-09,P4Y,no,no
06160907847-062201284361,10.1108/jec-10-2021-0149,10.2307/41409967,2022-02-01,P11Y,no,no
062401013460-062201284361,10.1287/isre.2015.0591,10.2307/41409967,2015-12,P4Y,no,no
06502318851-062201284361,10.1007/978-3-030-64987-6_7,10.2307/41409967,2021,P10Y,no,no
061301162616-062201284361,10.1080/1051712x.2019.1611083,10.2307/41409967,2019-05-09,P8Y,no,no
062301875762-062201284361,10.1016/j.jom.2016.03.009,10.2307/41409967,2016-05,P5Y,no,no
