DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.1007/978-3-031-10873-0_8,Chapter 6 Lightweight Consistency Checking for Agile Model-Based Development in Practice,"Robbert Jongeling, Federico Ciccozzi, Antonio Cicchetti, Jan Carlson",Springer eBooks,2019,"In model-based development projects, models at different abstraction levels capture different aspects of a software system, e.g., specification or design. Inconsistencies between these models can cause inefficient and incorrect development. A tool-based framework to assist developers creating and maintaining models conforming to different languages (i.e. heterogeneous models) and consistency between them is not only important but also much needed in practice. In this work, we focus on assisting developers bringing about multi-view consistency in the context of agile model-based development, through frequent, lightweight consistency checks across views and between heterogeneous models. The checks are lightweight in the sense that they are easy to create, edit, use and maintain, and since they find inconsistencies but do not attempt to automatically resolve them. With respect to ease of use, we explicitly separate the two main concerns in defining consistency checks, being (i) which modelling elements across heterogeneous models should be consistent with each other and (ii) what constitutes consistency between them. We assess the feasibility and illustrate the potential usefulness of our consistency checking approach, from an industrial agile model-based development point-of-view, through a proof-of-concept implementation on a sample project leveraging models expressed in SysML and Simulink. A continuous integration pipeline hosts the initial definition and subsequent execution of consistency checks, it is also the place where the user can view results of consistency checks and reconfigure them.",256021363,0,222,,
10.1145/2931037.2931054,Sapienz: multi-objective automated testing for Android applications,"Ke Mao, M. Harman, Yue Jia",ISSTA,2016,"We introduce Sapienz, an approach to Android testing that uses multi-objective search-based testing to automatically explore and optimise test sequences, minimising length, while simultaneously maximising coverage and fault revelation. Sapienz combines random fuzzing, systematic and search-based exploration, exploiting seeding and multi-level instrumentation. Sapienz significantly outperforms (with large effect size) both the state-of-the-art technique Dynodroid and the widely-used tool, Android Monkey, in 7/10 experiments for coverage, 7/10 for fault detection and 10/10 for fault-revealing sequence length. When applied to the top 1,000 Google Play apps, Sapienz found 558 unique, previously unknown crashes. So far we have managed to make contact with the developers of 27 crashing apps. Of these, 14 have confirmed that the crashes are caused by real faults. Of those 14, six already have developer-confirmed fixes.",176169142,585,55,,
10.1063/5.0128175,The relationship between testers’ personalities and their opinions on the importance and difficulties of writing usability defect reports,"Nursyuhaila Yahaya, Nor Shahida Mohamad Yusop, Marshima Mohd Rosli",Nucleation and Atmospheric Aerosols,2023,(missing abstract),262194877,0,22,,
10.1016/j.jss.2017.01.002,User acceptance testing for Agile-developed web-based applications: Empowering customers through wikis and mind maps,"Itziar Otaduy, Oscar Díaz",Journal of Systems and Software,2017,(missing abstract),95262964,49,35,,
10.1109/icstw.2015.7107464,Combining model-based and risk-based testing for effective test case generation,"Ceren Sahin Gebizli, D. Metin, Hasan Sözer","2015 IEEE Eighth International Conference on Software Testing, Verification and Validation Workshops (ICSTW)",2015,"Model-based testing employs models of the system under test to automatically generate test cases. In this paper, we propose an iterative approach, in which these models are refined based on the principles of risk-based testing. We use Markov Chains as system models, in which transitions among system states are annotated with probabilities. Initially, these probability values are equal and as such, states have equal chances for being visited by the generated test cases. Memory leaks are monitored during the execution of these test cases. Then, transition probabilities are updated based on the risk that a failure can occur due to the observed memory leaks. We applied our approach in the context of an industrial case study for model-based testing of a Smart TV system. We observed promising results, in which several crash failures were detected after an iteration of model refinement. We aim at automating the whole process based on an adaptation model using the history of recorded memory leaks during previous test executions.",119848416,14,18,,
10.1109/apsec.2016.014,What Influences Usability Defect Reporting? — A Survey of Software Development Practitioners,"N. Yusop, Jean-Guy Schneider, J. Grundy, Rajesh Vasa",Asia-Pacific Software Engineering Conference,2016,"Software development organizations invest in test automation tools and methods to optimize defect discovery rates. The true value of these tools is realized when the defects are addressed before release, and hence good quality defect reports are critical. We describe a survey we conducted to better understand usability defect reporting, in particular, influences on the quality of usability defect reports. We analyze feedback from nearly 150 software developers and usability defect reporters and identify key determinants of quality defect reports, aspects of usability defects that are challenging to report and directions for future research into usability defect reporting tools to improve usability defect reports quality.",176904528,9,28,,
(missing DOI),"Issues , Challenges and Best Practices of Software Testing Activity",Zulkefli Mansor,(missing journal),2015,"Software testing activity is a huge challenge in software development project today due to end user needs. The end users need the project to be completed in short time with zero defect and high quality of product. Therefore, the testing activity should be started as earlier as possible because it will helps in fixing enormous errors in early stages of software development and reduces the rework of tracking bugs in the later stages. In addition, a clear understanding on the objective of testing and the planning on how, where, and what the system should be tested for is also challenges to the testing team. These issue makes software testing time consuming process coupled with various challenges erupting from inability of software testers to perform their task effectively. Hence, this paper investigated the issues, challenges and best practices of software testing activity. The document analysis was carried out in order to analyze the information. The findings reveals that 9 main issues and challenges in software testing activities. 9 best practices also discover from the survey. The findings will help software community especially testing team to aware the issues and challenges could be faced and how to perform testing activities in best way. Key-Words: Quality, Effort, Failure, Product, Bugs, Defect, Error",240989104,4,12,,
10.14445/22315381/ijett-v10p318,A Strategic Review of Exploratory Testing Techniques,S. Sameer,(missing journal),2014,— Building quality software is always an important part of SDLC stages. Testing builds a confidence to examine the quality of software developed. Exploratory testing requires the use of knowledge of the testers. There is a requirement to reduce the involved in the testing .we provide an overview of exploratory testing with the basic knowledge to the introduction of heuristics for efficient testing.,187645521,1,14,,
10.1145/3597503.3639157,Enhancing Exploratory Testing by Large Language Model and Knowledge Graph,"Yanqi Su, Dianshu Liao, Zhenchang Xing, Qing Huang, Mulong Xie, Qinghua Lu, Xiwei Xu",International Conference on Software Engineering,2024,"Exploratory testing leverages the tester's knowledge and creativity to design test cases for effectively uncovering system-level bugs from the end user's perspective. Researchers have worked on test scenario generation to support exploratory testing based on a system knowledge graph, enriched with scenario and oracle knowledge from bug reports. Nevertheless, the adoption of this approach is hindered by difficulties in handling bug reports of inconsistent quality and varied expression styles, along with the infeasibility of the generated test scenarios. To overcome these limitations, we utilize the superior natural language understanding (NLU) capabilities of Large Language Models (LLMs) to construct a System KG of User Tasks and Failures (SysKG-UTF). Leveraging the system and bug knowledge from the KG, along with the logical reasoning capabilities of LLMs, we generate test scenarios with high feasibility and coherence. Particularly, we design chain-of-thought (CoT) reasoning to extract human-like knowledge and logical reasoning from LLMs, simulating a developer's process of validating test scenario feasibility. Our evaluation shows that our approach significantly enhances the KG construction, particularly for bug reports with low quality. Furthermore, our approach generates test scenarios with high feasibility and coherence. The user study further proves the effectiveness of our generated test scenarios in supporting exploratory testing. Specifically, 8 participants find 36 bugs from 8 seed bugs in two hours using our test scenarios, a significant improvement over the 21 bugs found by the state-of-the-art baseline.",272658402,19,28,,
(missing DOI),"Integrating Exploratory Testing In Software Testing Life Cycle, A Controlled Experiment","Tanveer ahmed, Madhu Sudhana Raju",(missing journal),2012,"Context. Software testing is one of the crucial phases in software development life cycle (SDLC). Among the different manual testing methods in software testing, Exploratory testing (ET) uses no predefined test cases to detect defects. Objectives. The main objective of this study is to test the effectiveness of ET in detecting defects at different software test levels. The objective is achieved by formulating hypotheses, which are later tested for acceptance or rejection. Methods. Methods used in this thesis are literature review and experiment. Literature review is conducted to get in-depth knowledge on the topic of ET and to collect data relevant to ET. Experiment was performed to test hypotheses specific to the three different testing levels : unit , integration and system. Results. The experimental results showed that using ET did not find all the seeded defects at the three levels of unit, integration and system testing. The results were analyzed using statistical tests and interpreted with the help of bar graphs. Conclusions. We conclude that more research is required in generalizing the benefits of ET at different test levels. Particularly, a qualitative study to highlight factors responsible for the success and failure of ET is desirable. Also we encourage a replication of this experiment with subjects having a sound technical and domain knowledge.",103951065,0,20,,
10.1109/icstw.2016.31,Do Exploratory Testers Need Formal Training? An Investigation Using HCI Techniques,"Mark Micallef, C. Porter, A. Borg","2016 IEEE Ninth International Conference on Software Testing, Verification and Validation Workshops (ICSTW)",2016,"Exploratory software testing is an activity which can be carried out by both untrained and formally trained testers. We personify the former as Carmen and the latter as George. In this paper, we outline a joint research exercise between industry and academia that contributes to the body of knowledge by (1) proposing a data gathering and processing methodology which leverages HCI techniques to characterise the differences in strategies utilised by Carmen and George when approaching an exploratory testing task, and (2) present the findings of an initial study amongst twenty participants, ten formally trained testers and another ten with no formal training. Our results shed light on the types of strategies used by each type of tester, how they are used, the effectiveness of each type of strategy in terms of finding bugs, and the types of bugs each tester/strategy combination uncovers. We also demonstrate how our methodology can be used to help assemble and manage exploratory testing teams in the real world.",118310729,43,11,,
10.5277/e-inf180103,Knowledge management in software testing : A systematic snowball literature review,"Krzysztof Wnuk, Thrinay Garrepalli",e-Informatica Software Engineering Journal,2018,"Background: Software testing benefits from the usage of Knowledge Management (KM) methods and principles. Thus, there is a need to adopt KM to the software testing core processes and attain the ben ...",103960947,31,48,,
10.5753/washes.2025.8569,Como a experiência dos testadores influencia no processo de realização de testes em Sistemas Web,"Pamella Antunes Meirelles de Freitas, Sofia Larissa da Costa Paiva",(missing journal),2025,"A qualidade de software está intrinsecamente relacionada à eficiência e eficácia dos testes empregados durante o processo de desenvolvimento de software. Este estudo investiga a relação entre a experiência do testador e sua capacidade de ampliação na cobertura de testes em sistemas baseados na web. Analisamos, do ponto de vista de analistas de teste, como a experiência e conhecimento acumulados influenciam na detecção de defeitos, seleção de cenários de teste e na eficiência do processo por meio de um questionário aplicado a profissionais. Os resultados indicaram que testadores mais experientes identificam defeitos com maior acurácia, aperfeiçoam a priorização de testes e colaboram de forma mais efetiva com os desenvolvedores. Este estudo reforça a importância da qualificação contínua dos testadores, levando à maior confiabilidade do produto de software gerado.",289730959,0,3,,
(missing DOI),Dynamic updates of mobile apps using JavaScript,Simon Spetz-Nyström,(missing journal),2015,"Updates are a natural part of the life cycle of an application. The traditional way of updating an application by stopping it, replacing it with the new version and restarting it is lacking in many ways. There have been previous research in the field of dynamic software updates (DSU) that attempt to salvage this problem by updating the app while running. Most of the previous research have focused on static languages like C and Java, research with dynamic languages have been lacking.This thesis takes advantage of the dynamic features of JavaScript in order to allow for dynamic updates of applications for mobile devices. The solution is implemented and used to answer questions about how correctness can be ensured and what state transfer needs to be manually written by a programmer. The conclusion is that most failures that occur as the result of an update and is in need of a manually written state transfer can be put into one of three categories. To verify correctness of an update tests for these types of failures should be performed.",82672830,0,24,,
10.1016/j.infsof.2018.11.003,Exploratory testing: Do contextual factors influence software fault identification?,Fredrik Asplund,Information and Software Technology,2019,(missing abstract),179116878,9,62,,
(missing DOI),Exploratory Risk-Based Testing Approach,Mahmoud,(missing journal),2013,"Software testing is an integral part of software engineering. During the software development life cycle, testing is highly needed to assure the quality of the software process and product. The software development industry spends more than half of its budget on maintenance related activities. Software testing provides a means to reduce errors, cut maintenance and overall software costs. This thesis discusses a new approach to software testing that enhances testing process using a hybrid approach of exploratory testing and risk-based testing. Early in the history of software development, testing was confined to testing the finished code, but, testing is more of a quality control mechanism. If software cannot be tested exhaustively, it must be tested selectively. A risk-based testing approach provides proactive opportunities to reduce the levels of product risk, starting in the initial stages of a project. Key-Words: Exploratory Testing; Quality Control; Risk-Based Testing; Software Testing.",238149356,0,11,,
10.5220/0011113800003179,Towards an Approach for Improving Exploratory Testing Tour Assignment based on Testers' Profile,"L. Santos, R. Figueiredo, Rafael Barbosa, A. M. R. Vincenzi, G. V. Pedrosa, J. L. Gardenghi",International Conference on Enterprise Information Systems,2022,": This work presents an empirical study on the relationship between the testers’ proﬁle and their efﬁciency and preference in the application of tours with tourist metaphor for exploratory software testing. For this purpose, we developed and applied a questionnaire based model to gather as much as possible information about the knowledge, expertise and education level from a group of testers. The results indicated that, in fact, the testers’ proﬁle have impact on the application of tours used in the tourist metaphor: there are differences between the tours preferred by different levels of education and most of testers tend to choose those tours based on what they believed to have the shortest execution time. This work raises a valuable discussion about a humanized process of assigning test tasks in order to improve the efﬁciency of software testing.",233983061,0,13,,
10.1109/icse-companion52605.2021.00133,Vulnerability detection is just the beginning,Sarah Elder,2021 IEEE/ACM 43rd International Conference on Software Engineering: Companion Proceedings (ICSE-Companion),2021,"Vulnerability detection plays a key role in secure software development. There are many different vulnerability detection tools and techniques to choose from, and insufficient information on which vulnerability detection techniques to use and when. The goal of this research is to assist managers and other decision-makers on software projects in making informed choices about the use of different software vulnerability detection techniques through empirical analysis of the efficiency and effectiveness of each technique. We will examine the relationships between the vulnerability detection technique used to find a vulnerability, the type of vulnerability found, the exploitability of the vulnerability, and the effort needed to fix a vulnerability on two projects where we ensure all vulnerabilities found have been fixed. We will then examine how these relationships are seen in Open Source Software more broadly where practitioners may use different vulnerability detection techniques, or may not fix all vulnerabilities found due to resource constraints.",25297626,2,26,,
10.1007/978-3-031-43240-8_10,Understanding Problem Solving in Software Testing: An Exploration of Tester Routines and Behavior,"Eduard Paul Enoiu, Gregory Gay, Jameel Esber, Robert Feldt",Lecture Notes in Computer Science,2023,(missing abstract),264823896,0,8,,
10.1007/978-3-031-10873-0_4,Chapter 3 Efficient and Effective Exploratory Testing of Large-Scale Software Systems,"Torvald Martensson, Daniel Ståhl, Antonio Martini, Jan Bosch",Springer eBooks,2021,"Context: Exploratory testing plays an important role in the continuous integration and delivery pipelines of large-scale software systems, but a holistic and structured approach is needed to realize efficient and effective exploratory testing. Objective: This paper seeks to address the need for a structured and reliable approach by providing a tangible model, supporting practitioners in the industry to optimize exploratory testing in each individual case. Method: The reported study includes interviews, group interviews and workshops with representatives from six companies, all multi-national organizations with more than 2,000 employees. Results: The ExET model (Excellence in Exploratory Testing) is presented. It is shown that the ExET model allows companies to identify and visualize strengths and improvement areas. The model is based on a set of key factors that have been shown to enable efficient and effective exploratory testing of large-scale software systems, grouped into four themes: “The testers’ knowledge, experience and personality”, “Purpose and scope”, “Ways of working” and “Recording and reporting”. Conclusions: The validation of the ExET model showed that the model is novel, actionable and useful in practice, showing companies what they should prioritize in order to enable efficient and effective exploratory testing in their organization.",257161504,1,222,,
10.1007/978-3-031-10873-0_10,Chapter 7 MESRAM – A Method for Assessing Robustness of Measurement Programs in Large Software Development Organizations and Its Industrial Evaluation,"Miroslaw Staron, Wilhelm Meding",Springer eBooks,2015,"Measurement programs in large software development organizations contain a large number of indicators, base and derived measures to monitor products, processes and projects. The diversity and the number of these measures causes the measurement programs to become large, combining multiple needs, measurement tools and organizational goals. For the measurement program to effectively support organization’s goals, it should be scalable, automated, standardized and flexible – i.e. robust. In this paper we present a method for assessing the robustness of measurement programs. The method is based on the robustness model which has been developed in collaboration between seven companies and a university. The purpose of the method is to support the companies to optimize the value obtained from the measurement programs and their cost. We evaluated the method at the seven companies and the results from applying the method to each company quantified the robustness of their programs, reflecting the real-world status of the programs and pinpointed strengths and improvements of the programs.",258592803,0,239,,
10.1016/j.infsof.2012.12.004,More testers - The effect of crowd size and time restriction in software testing,"Mika V. Mäntylä, Juha Itkonen",Information & Software Technology,2013,(missing abstract),35955842,51,85,,
10.1007/s12652-020-01696-7,Combinatorial test list generation based on Harmony Search Algorithm,"AbdulRahman A. Alsewari, Robin S. Poston, Kamal Z. Zamli, Mohammed Balfaqih, Khalid S. Aloufi",Journal of Ambient Intelligence and Humanized Computing,2020,"Combinatorial test case generation faces a problem on how to reduce the test cases by uncover the unnecessary test cases. So, there is a need for expert applications or strategies that generate the most optimum test cases keeping in mind the most important combinations. Complementing existing work on combinatorial test case generation strategies, also known as t-way testing strategies (i.e., where t represents interaction degree), this paper presents the design and the implementation of a new combinatorial test list generation strategy based on Harmony Search (HS) algorithm, called General T-way Harmony Search-based Strategy (GTHS). HS has been chosen to be the main engine of test generation because it could balance between intensification and diversification. Benchmarking experimental results show that GTHS produces competitive results as compared to other existing well-known optimization-based strategies and provides the support for high combination degrees (i.e., t ≤ 12).",204169151,13,75,,
10.1007/978-3-031-10873-0_14,Chapter 10 Requirements Engineering Challenges and Practices in Large-Scale Agile System Development,"Rashidah Kasauli, Eric Knauss, Jennifer Horkoff, Grischa Liebel, Francisco Gomes de Oliveira Neto",Springer eBooks,2020,(missing abstract),257415890,0,221,,
(missing DOI),Improving reporting of usability defects in open source software projects,"Mohamad Yusop, Nor Shahida",(missing journal),2018,"Poor software usability is one of the major reasons why some software is less popular in the market than other. Early identification and reporting of usability issues is important so that they can be fixed earlier before being release to the customers. However, some users with limited technical knowledge found it is a challenge to report useful information for reporting usability issues. This research surveyed industrial software development practitioners and analysed real defect reports to investigate an ideal content for reporting usability issues and subsequently improved the existing defect reporting.",38689539,1,97,,
10.1007/978-981-19-2828-4_2,A Deep Drive into Knowledge Management for Improving Software Process and Product: Visions and Research Directions,Mitali Chugh,(missing journal),2022,"AbstractSoftware engineering organizations strive to develop the high-quality software. To accomplish the goal of the developing a high-quality software, the software process has to be improved. To facilitate the improvement of the software process, knowledge management plays a significant role, and the comprehensions on knowledge management studies explore the different perspectives to enhance the software process. Up to the present time, little research has revealed how knowledge management initiatives are important to enhance the development process to further improve the software product. This research appraises the literature on software development by centering and inspecting knowledge management visions in software development to address the stated research gap. Specifically, the aim of the present work is to explore the knowledge management literature, identify the knowledge gaps, and enhance future research in this domain. Our findings highlight how software process improvement has been supported by knowledge management. It also put emphasis on the prominence of information technology for knowledge management.KeywordsKnowledge managementResearch directionsSoftware process improvementSoftware product",253257051,0,24,,
(missing DOI),Arguing Practical Significance in Empirical Software Engineering,"Richard Torkar, Carlo A. Furia, Robert Feldt, Francisco Gomes de Oliveira Neto, Lucas Gren, Per Lenberg, Neil A. Ernst",arXiv (Cornell University),2018,"A key goal of empirical research is assessing practical significance, which answers the question of whether the observed effects of some compared treatments show a difference that is relevant in practice in realistic scenarios. Even though plenty of standard techniques exist to assess statistical significance, connecting it to practical significance is something that is not straightforward or routinely done; indeed, only a few empirical studies in software engineering assess practical significance in a principled and systematic way.  In this paper, we argue that Bayesian data analysis provides suitable tools to rigorously assess practical significance. We demonstrate our claims in a case study comparing different test techniques. The case study's data was previously analyzed (Afzal et al., 2015) using standard techniques focusing on statistical significance. We build a multilevel model of the same data, which we fit and validate using Bayesian techniques. By applying cumulative prospect theory on top of the statistical model, we are able to quantitatively connect the output of our statistical analysis to a practically meaningful context, thus assessing practical significance.  Our study demonstrates that Bayesian analysis provides a technically rigorous, yet practical framework, for empirical software engineering. In combination with cumulative prospect theory, Bayesian analysis supports seamlessly assessing practical significance in an empirical software engineering context, thus potentially extending the relevance of research for practitioners.",92069203,3,17,,
10.1109/qrs60937.2023.00042,Mobile Test Script Generation from Natural Language Descriptions,"Chun Li, Yifan Xiong, Zhong Li, Wenhua Yang, Minxue Pan","International Conference on Software Quality, Reliability and Security",2023,"Mobile applications are increasingly integral to our daily lives. Currently, the correctness of GUI functions of mobile application is mainly ensured by executing manually written test scripts. However, manually writing these test scripts is not only time-consuming but also costly. Moreover, test scripts are highly vulnerable to application modifications and prone to corruption. In this paper, we propose a novel approach for writing test scripts that enables testers to directly express test intents in natural language within the script. Additionally, we present a new test script generation tool that transforms these test intents into their corresponding test events. Our proposed tool, named GenDroid, employs pre-trained models in conjunction with random forest to facilitate the conversion of test intents into the respective test scripts. To further alleviate the workload of testers and enable them to focus on composing critical test intents, we leverage the application’s UI transfer graph to facilitate the automated generation of other test events, such as jump actions, throughout the generation process. Our results indicate an intent coverage of 88.1%, a notable 20.68% improvement compared to the similar-purpose tool, seq2act.",267660090,4,42,,
10.1109/compsacw.2014.110,Improving Models for Model-Based Testing Based on Exploratory Testing,"Ceren Sahin Gebizli, Hasan Sözer",(missing journal),2014,"Model-based testing facilitates automatic generation of test cases by means of models of the system under test. Correctness and completeness of these models determine the effectiveness of the generated test cases. Critical faults can be missed due to omissions in the models, which are primarily created manually. In practice, these faults are usually detected with exploratory testing performed manually by experienced test engineers. In this paper, we propose an approach for refining system models based on the experience and domain knowledge of these test engineers. Our toolset analyzes the execution traces that are recorded during exploratory testing activities and identifies the omissions in system models. The identified omissions guide the refinement of models to be able to generate more effective test cases. We applied our approach in the context of an industrial case study to improve the models for model-based testing of a Digital TV system. After applying our approach, three critical faults were detected. These faults were not detected by the initial set of test cases and they were also missed during the exploratory testing activities.",182840749,27,20,,
10.1145/3715752,"Automated Soap Opera Testing Directed by LLMs and Scenario Knowledge: Feasibility, Challenges, and Road Ahead","Yanqi Su, Zhenchang Xing, Chong Wang, Chunyang Chen, Xiwei Xu, Qinghua Lu, Liming Zhu",arXiv.org,2024,"Exploratory testing (ET) harnesses tester's knowledge, creativity, and experience to create varying tests that uncover unexpected bugs from the end-user's perspective. Although ET has proven effective in system-level testing of interactive systems, the need for manual execution has hindered large-scale adoption. In this work, we explore the feasibility, challenges and road ahead of automated scenario-based ET (a.k.a soap opera testing). We conduct a formative study, identifying key insights for effective manual soap opera testing and challenges in automating the process. We then develop a multi-agent system leveraging LLMs and a Scenario Knowledge Graph (SKG) to automate soap opera testing. The system consists of three multi-modal agents, Planner, Player, and Detector that collaborate to execute tests and identify potential bugs. Experimental results demonstrate the potential of automated soap opera testing, but there remains a significant gap compared to manual execution, especially under-explored scenario boundaries and incorrectly identified bugs. Based on the observation, we envision road ahead for the future of automated soap opera testing, focusing on three key aspects: the synergy of neural and symbolic approaches, human-AI co-learning, and the integration of soap opera testing with broader software engineering practices. These insights aim to guide and inspire the future research.",282314421,2,45,,
(missing DOI),Exploration of the relationship between tacit knowledge and software system test complexity,Niall Geary,(missing journal),2016,.................................................................................................................................................................. xi Acknowledgements ............................................................................................................................................... xiii,21781737,0,223,,
10.1109/icstw52544.2021.00038,Boosted Exploratory Test Architecture: Coaching Test Engineers with Word Similarity,"Y. Nishi, Yusuke Shibasaki","2021 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)",2021,Testing software using machine learning and neural network is difficult due to non-linearity. This paper proposes Boosted Exploratory Test architecture to support creativity of test engineers by using a non-linear test generator. This paper also shows experimental results Boosted Exploratory Test architecture with Word2Vec is better for a smart speaker.,88962833,1,3,,
10.1109/issre.2015.7381832,WAP: Cognitive aspects in unit testing: The hunting game and the hunter's perspective,"M. P. Prado, Eric Verbeek, M. Storey, A. Vincenzi",2015 IEEE 26th International Symposium on Software Reliability Engineering (ISSRE),2015,"Humans are hunters and love the chase-they hunt for food, they hunt for bugs in software. In the last decade, testing research has gone deeper and broader to help with the challenging task of catching bugs. Much of the literature approaches the problem from a theoretical-technical perspective and is often oriented to automated solutions. Yet, there is a gap between industry testing problems and research testing solutions. We take a different perspective and consider the human component as a major part of the solution for practical testing problems. Many of these human-related issues are reported in academic surveys of practitioners. We highlight the importance of human factors in testing by introducing a hunting metaphor. We also bring attention to evidence on cognitive support demands in unit test practices. An initial framework is proposed as an effort to bring understanding of cognitive support demands, and provides direction for further research on unit testing tools which support tester skill improvement.",46016399,6,32,,
10.1109/icst49551.2021.00048,Boosting Exploratory Testing of Industrial Automation Systems with AI,"R. Eidenbenz, C. Franke, T. Sivanthi, Sandro Schönborn","2021 14th IEEE Conference on Software Testing, Verification and Validation (ICST)",2021,Testing of large and complex industrial control systems is challenging as the space of possible input and environmental parameters is large. Searching the entire space for potential failures is practically infeasible. This paper introduces an industrial control system robustness testing problem and evaluates artificial intelligence (AI) based strategies to efficiently explore the space and to identify parameter sets that can cause the system to fail. The proposed solution approach uses regression techniques to speed up the search and clustering methods to identify parameter sets that represent distinct system failures.,261227510,4,14,,
10.1016/j.iot.2025.101590,An approach to assess robustness of MQTT-based IoT systems,"Bruno Jesus, Fernando Lins, Nuno Laranjeiro",Internet of Things,2025,(missing abstract),285885901,1,42,,
10.1016/j.infsof.2014.05.016,Knowledge management initiatives in software testing: A mapping study,"Érica Ferreira de Souza, Ricardo de Almeida Falbo, Nandamudi Lankalapalli Vijaykumar",Information & Software Technology,2015,(missing abstract),27204828,62,59,,
10.1109/icacci.2016.7732202,Exploratory test oracle using multi-layer perceptron neural network,"Wellington Makondo, R. Nallanthighal, Innocent Mapanga, Prudence Kadebu","2016 International Conference on Advances in Computing, Communications and Informatics (ICACCI)",2016,"In the context of exploratory testing (ET), human knowledge and intelligence is applied as a test oracle. The exploratory tester designs and executes the tests on fly and compares the actual output produced by the application under test with the expected output in the testers' mind. The shortcoming of human oracle is that they are fallible, that is exploratory testers do not always detect a failure even when a test case reveals it. Depending on a human tester to evaluate program behaviour has also some problems such as cost and correctness. Therefore, in this paper an effort has been made to explore the feasibility of using a multilayer perceptron neural network (MLP-NN) as an exploratory test oracle. The MLP-NN was improved by adding another weight on each connection to perfectly generate reliable exploratory test oracles for transformed different data formats.",150148241,15,19,,
(missing DOI),A Survey on Test Case Reduction Techniques,"Vaibhav Chaurasia, Yogita Chauhan",(missing journal),2014,": Test case reduction is traditional in nature. It is very old field on which engineers work from the beginning of the third generation. Reduction is not an easy task, several techniques in this field is developed. There are several challenges faced by the engineers, for instance, cost and time. The reduction is the nightmare of the developer, as, the level of testing is increases, techniques of reduction also becomes more complex. An old technique teaches us the basic of the reduction of test cases without any complexity and through simple algorithms. So, this paper gives the overview of the existing techniques and gives the literature review of test case reduction techniques in software testing field.",233009772,3,12,,
(missing DOI),Continuous integration and delivery applied to large-scale software-intensive embedded systems,Torvald Martensson,(missing journal),2019,"Software development has become one of the world’s most important technologies. In parallel with the emergence of software development itself, development methodologies have evolved from the stage-gated waterfall model to more adaptive development frameworks such as XP and Scrum. As a part of XP and other agile methodologies, continuous integration and continuous delivery were introduced to mitigate problems with a long and unpredictable integration process at the final stage of a project. Companies that develop large-scale software-intensive embedded systems develop software systems combined with electronic and mechanical systems. These companies can also utilize the benefits from continuous integration and continuous delivery, but only if continuous integration and continuous delivery could be adapted to challenges and limitations introduced by large-scale and by proximity to hardware. The first part of this thesis identifies the problems that must be taken into account when applying continuous integration to large-scale software-intensive embedded systems. This is followed by definitions and interpretations of continuous integration and continuous delivery applicable to development of large-scale software systems. Finally, the key contributions of the research presented in this thesis are two models and a method, which will help organizations struggling with challenges related to scale and proximity to hardware to better implementations of continuous integration and continuous delivery. These contributions are valuable for both researchers and practitioners, as they provide a systematic approach rather than making changes blindly and hoping for the best.",220406289,3,136,,
10.1007/978-3-031-10873-0_18,Chapter 13 Engineering AI Systems,"Jan Bosch, Helena Holmström Olsson, Ivica Crnkovic",Springer eBooks,2021,"Artificial intelligence (AI) and machine learning (ML) are increasingly broadly adopted in industry, However, based on well over a dozen case studies, we have learned that deploying industry-strength, production quality ML models in systems proves to be challenging. Companies experience challenges related to data quality, design methods and processes, performance of models as well as deployment and compliance. We learned that a new, structured engineering approach is required to construct and evolve systems that contain ML/DL components. In this chapter, we provide a conceptualization of the typical evolution patterns that companies experience when employing ML as well as an overview of the key problems experienced by the companies that we have studied. The main contribution of the chapter is a research agenda for AI engineering that provides an overview of the key engineering challenges surrounding ML solutions and an overview of open items that need to be addressed by the research community at large.",256254077,0,222,,
10.1002/smr.2640,GUI testing of Android applications: Investigating the impact of the number of testers on different exploratory testing strategies,"Sergio Di Martino, Anna Rita Fasolino, Luigi Libero Lucio Starace, Porfirio Tramontana",Journal of Software: Evolution and Process,2023,"Graphical user interface (GUI) testing plays a pivotal role in ensuring the quality and functionality of mobile apps. In this context, exploratory testing (ET), a distinctive methodology in which individual testers pursue a creative, and experience‐based approach to test design, is often used as an alternative or in addition to traditional scripted testing. Managing the exploratory testing process is a challenging task that can easily result either in wasteful spending or in inadequate software quality, due to the relative unpredictability of exploratory testing activities, which depend on the skills and abilities of individual testers. A number of works have investigated the diversity of testers' performance when using ET strategies, often in a crowdtesting setting. These works, however, investigated ET effectiveness in detecting bugs, and not in scenarios in which the goal is to generate a re‐executable test suite, as well. Moreover, less work has been conducted on evaluating the impact of adopting different exploratory testing strategies. As a first step toward filling this gap in the literature, in this work, we conduct an empirical evaluation involving four open‐source Android apps and 20 masters students that we believe can be representative of practitioners partaking in exploratory testing activities. The students were asked to generate test suites for the apps using a capture and replay tool and different exploratory testing strategies. We then compare the effectiveness, in terms of aggregate code coverage that different‐sized groups of students using different exploratory testing strategies may achieve. Results provide deeper insights into code coverage dynamics to project managers interested in using exploratory approaches to test simple Android apps, on which they can make more informed decisions.",267267050,4,44,,
