DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
(missing DOI),A Characterisation Schema for Software Testing Techniques,"Sira Vegas, Victor R. Basili",Empirical Software Engineering,2005,"One of the major problems within the software testing area is how to get a suitable set of cases to test a software system. This set should assure maximum effectiveness with the least possible number of test cases. There are now numerous testing techniques available for generating test cases. However, many are never used, and just a few are used over and over again. Testers have little (if any) information about the available techniques, their usefulness and, generally, how suited they are to the project at hand upon, which to base their decision on which testing techniques to use. This paper presents the results of developing and evaluating an artefact (specifically, a characterisation schema) to assist with testing technique selection. When instantiated for a variety of techniques, the schema provides developers with a catalogue containing enough information for them to select the best suited techniques for a given project. This assures that the decisions they make are based on objective knowledge of the techniques rather than perceptions, suppositions and assumptions.",128447748,96,39,(missing PubMedId)
(missing DOI),Reviewing 25 Years of Testing Technique Experiments,"Natalia Juristo, Ana Moreno, Sira Vegas",Empirical Software Engineering,2004,"Mature knowledge allows engineering disciplines the achievement of predictable results. Unfortunately, the type of knowledge used in software engineering can be considered to be of a relatively low maturity, and developers are guided by intuition, fashion or market-speak rather than by facts or undisputed statements proper to an engineering discipline. Testing techniques determine different criteria for selecting the test cases that will be used as input to the system under examination, which means that an effective and efficient selection of test cases conditions the success of the tests. The knowledge for selecting testing techniques should come from studies that empirically justify the benefits and application conditions of the different techniques. This paper analyzes the maturity level of the knowledge about testing techniques by examining existing empirical studies about these techniques. We have analyzed their results, and obtained a testing technique knowledge classification based on their factuality and objectivity, according to four parameters.",124421102,293,35,(missing PubMedId)
(missing DOI),Testing Methodological Guidance on the Conduct of Narrative Synthesis in Systematic Reviews,"M. Rodgers, A. Sowden, M. Petticrew, L. Arai, H. Roberts, N. Britten, J. Popay",(missing journal),2008,"The objective was to assess the impact of new guidance on the conduct of narrative synthesis in systematic reviews of effectiveness, by means of a blinded comparison of guidance-led narrative synthesis against a meta-analysis of the same study data.The conclusions of the two syntheses were broadly similar. However, differences between the approaches meant that conclusions about the impact of moderators of effect appeared stronger when derived from the meta-analysis, whereas implications for future research appeared more extensive when derived from the narrative synthesis. These findings emphasize that a rigorously conducted narrative synthesis can add meaning and value to the findings of meta-analysis.The guidance framework provided a useful vehicle for structuring a narrative synthesis and increasing transparency and rigour of the process.While there may be risks with overinterpretation of study data, the framework, tools and techniques described in the guidance appear to increase the transparency and reproducibility of narrative synthesis.",123283558,478,24,(missing PubMedId)
(missing DOI),Software Engineering Metrics: What Do They Measure and How Do We Know?,"Cem Kaner, Walter P. Bond",(missing journal),2003,"Construct validity is about the question, how we know that we're measuring the attribute that we think we're measuring? This is discussed in formal, theoretical ways in the computing literature (in terms of the representational theory of measurement) but rarely in simpler ways that foster application by practitioners. Construct validity starts with a thorough analysis of the construct, the attribute we are attempting to measure. In the IEEE Standard 1061, direct measures need not be validated. Direct measurement of an attribute involves a metric that depends only on the value of the attribute, but few or no software engineering attributes or tasks are so simple that measures of them can be direct. Thus, all metrics should be validated. The paper continues with a framework for evaluating proposed metrics, and applies it to two uses of bug counts. Bug counts capture only a small part of the meaning of the attributes they are being used to measure. Multidimensional analyses of attributes appear promising as a means of capturing the quality of the attribute in question. Analysis fragments run throughout the paper, illustrating the breakdown of an attribute or task of interest into sub-attributes for grouped study.",118543112,407,52,(missing PubMedId)
(missing DOI),Systematic literature reviews in software engineering - A tertiary study,"Barbara Kitchenham, Rialette Pretorius, David Budgen, O. Pearl Brereton, Mark Turner, Mahmood Niazi, Stephen Linkman",Information and Software Technology,2010,(missing abstract),116577772,1352,90,(missing PubMedId)
(missing DOI),"Grounded Theory: A Practical Guide for Management, Business and Market Researchers",Christina Goulding,(missing journal),2002,"Introduction PART ONE: PHILOSPHY, PRINCIPLES AND PROCEDURES The Qualitative Turn in Management Research Grounded Theory Evolutionary Developments and Fundamental Processes Getting Started Data Collection and Sampling Analyses, Interpretation and the Writing Process PART TWO: GROUNDED THEORY: AN ILUSTRATION OF THE PROCESS Researching the Consumer Experience An Illustration of the Grounded Theory Method The Identification and Explanation of Concepts and Categories PART THREE: SOME CONCLUDING REMARKS A Critical Review of the Methodology",106235836,2281,124,(missing PubMedId)
(missing DOI),"Book review:Working knowledge: How organizations manage what they know. Thomas H. Davenport and Laurence Prusak. Harvard Business School Press, 1998. $29.95US. ISBN 0-87584-655-6",Anthony Wensley,Knowledge and Process Management,1998,(missing abstract),96059756,11962,0,(missing PubMedId)
(missing DOI),A Knowledge Management Analysis of an In-House Manual Software Testing,"Richard Gentry, Farid Shirazi, Ted Rogers",(missing journal),2014,"This case study uses the Transaction Cost andKnowledge Management theoriesto investigate to what extent software development companies will employ in-house Manual Software Testers.This will allow us to analyze the extent to which knowledge management is influencing the future of manual software testers.Our empirical study covering a survey of 15 Canadian software development companies show that 1) Software development companies will likely employ in-house Manual Software Testers when tacit knowledge (i.e. specific domain knowledge) is required to effectively test a software application or service; 2) Software development companies will likely keep manual testing in-house, since relationships between Testers and other internal employees may increase the effectiveness of testing; and 3) Software development companies are less likely to outsource manual testing, in order to increase production, when domain-specific knowledge is needed to test the product or service.",94297222,1,36,(missing PubMedId)
(missing DOI),The PDCA-based software testing improvement framework,"Liu Xu-xiang, Wenning Zhang",The 2010 International Conference on Apperceiving Computing and Intelligence Analysis Proceeding,2010,"As one of the most challenging and costly processes, the software testing provides strong support for the high quality software. The popular process improvement models do not adequately address testing application issues, nor has the knowledge management (KM) implementation in testing been well defined. The plan-do-check-action (PDCA)-based testing improvement framework is proposed to address these issues. The framework contains the adaptive processes definition, the processes implementation and measurement analysis, and benchmarking-based assessment approach. Experiments show that: the framework can stimulate team member's subjective initiative, promote the software testing process and improve the testing service quality.",93764475,14,7,(missing PubMedId)
(missing DOI),Learning Styles and Exploratory Testing,"Andy Tinkham, Cem Kaner",(missing journal),2002,"Exploratory testing is widely done in software testing. However, it is performed in many different ways. This paper discusses our initial work into examining a tester’s learning style as an indication of the types of actions she might use while doing exploratory testing. We use the Felder-Silverman learning styles model as a basis for presenting our hypotheses about how this aspect of one’s personality affects how she performs exploration. Bios Andy Tinkham is a graduate student at Florida Tech, pursuing a Ph.D. in computer science. The main focus of his research is on exploratory software testing and the ways in which people can be trained to be good explorers. He has 8 years of experience in the field of software testing, where he worked both as a tester for companies whose main business was the production of software and as a consultant, helping companies set up successful automated testing efforts. Mr. Tinkham holds a B.S. in Computer Engineering.",93258058,31,9,(missing PubMedId)
(missing DOI),A Process for Identifying Relevant Information for a Repository: A Case Study for Testing Techniques,"Sira Vegas, Natalie Juristo, Victor R. Basili",Springer eBooks,2002,"One major issue in managing software engineering knowledge is the construction of information repositories for software development artifacts (techniques, products, processes, tools, and so on). But how does one package each artifact so that the package contains the appropriate information to understand and use the artifact? What is the appropriate characterization schema? This chapter proposes an empirical and iterative process to identify the information that should be used to characterize a software engineering artifact, using theoretical knowledge, practical experience, and expert opinion to generate a schema. The ultimate goal is to improve the schema and the package contents based upon it experience in their application. The proposed process has been applied to define a characterization schema for testing techniques. Nowadays, there are numerous testing techniques available for generating test cases. However, many of them are never used, while a few are used over and over again. Testers have little (if any) information about the available techniques, their usefulness and, generally, how suited they are to the project at hand. This lack of information means less appropriate decisions on which testing techniques to use. This chapter also shows this characterization schema and discusses the information it contains and why it is included in the schema.",85674244,18,25,(missing PubMedId)
(missing DOI),Learning from bugs (software quality control),"J. Kajihara, G. Amamiya, T. Saya",IEEE Software,1993,"The SWQC program, a software quality-control program implemented at NEC that instills quality and teaches responsibility on the individual, group, and organizational levels, is reviewed. The critical elements of the program, the top-down and grass roots organizational models used in software quality control, and the twelve grass-roots quality-control activities used in SWQC are discussed, as are the most important implementation issues faced in applying SWQC: training, applying quality control to many kinds of software, and expanding the program to other areas within the company. >",84456514,13,3,(missing PubMedId)
(missing DOI),Towards building a solid empirical body of knowledge in testing techniques,"Natalia Juristo Juzgado, A. Moreno, S. Vegas",SOEN,2004,"Testing technique-related empirical studies have been performed for 25 years. We have managed to accumulate a fair number of experiments in this time, which might lead us to think that we now could have a sizeable empirically backed body of knowledge (BoK) on testing techniques. However, the experiments in this field have some flaws, and, consequently, the empirical BoK we have on testing techniques is far from solid. In this paper, we use the results of a survey that we did on empirical testing techniques studies to identify and discuss solutions that could lead to the formation of a solid empirical BoK. The solutions are related to two fundamental experimental issues: (1) the rigorousness of the experimental design and analysis, and (2) the need for a series of community-wide agreements to coordinate empirical research and assure that studies ratify and complement each other.",82306113,27,16,(missing PubMedId)
(missing DOI),Simulation-Based Evaluation for the Impact of Personnel Capability on Software Testing Performance,"Jithinan Sirathienchai, Peraphon Sophatsathit, Decha Dechawatanapaisal",(missing journal),2012,"This study presents a decision making process in three steps of knowledge management for test organization using process simulation and financial analysis. First, project cost assessment of test knowledge management process subjects to different project duration and number of staffs. Two knowledge management simulation models representing experienced personnel with knowledge sharing and inexperienced personnel with internal training respectively are employed to contrast test personnel capability. Second, performance evaluation of software testing process by different personnel capability is conducted to simulate system test using three project metrics, namely, duration, effort cost, and quality. Third, a comparative financial analysis is prepared to determine the best solution by return on investment, payback period, and benefit cost ratio. The results from three stages of finding are discussed to arrive at the final scenario. We provide a case study evaluating how software testing industry needs to build effective test organization with high quality personnel for sustainable development and improvement.",78941125,6,44,(missing PubMedId)
(missing DOI),Research and Application of Knowledge Management Model Oriented Software Testing Process,"Xue-Mei Liu, Guochang Gu, Liu Yongpu, Wu Ji",(missing journal),2008,"In software testing organizations, an effective knowledge management of testing process is the key to improve the quality of software testing. Knowledge management has different features in software testing. In this paper, a knowledge management model was proposed towards software testing process, which is based on building the site of knowledge sharing. It emphasizes the idea of closely contacting knowledge service and software testing and will promote the research of knowledge management technology. Simultaneously many key technologies are discussed, such as knowledge representation, knowledge map and etc. At last, an application instance based on this model is given in the project of QESuite2.0.",78480203,3,6,(missing PubMedId)
(missing DOI),Packaging experiences for improving testing technique selection,"Sira Vegas, Natalia Juristo, Victor R. Basili",Journal of Systems and Software,2006,(missing abstract),75340868,18,24,(missing PubMedId)
(missing DOI),Maturing Software Engineering Knowledge through Classifications: A Case Study on Unit Testing Techniques,"S. Vegas, Natalia Juristo Juzgado, V. Basili",IEEE Transactions on Software Engineering,2009,"Classification makes a significant contribution to advancing knowledge in both science and engineering. It is a way of investigating the relationships between the objects to be classified and identifies gaps in knowledge. Classification in engineering also has a practical application; it supports object selection. They can help mature software engineering knowledge, as classifications constitute an organized structure of knowledge items. Till date, there have been few attempts at classifying in software engineering. In this research, we examine how useful classifications in software engineering are for advancing knowledge by trying to classify testing techniques. The paper presents a preliminary classification of a set of unit testing techniques. To obtain this classification, we enacted a generic process for developing useful software engineering classifications. The proposed classification has been proven useful for maturing knowledge about testing techniques, and therefore, SE, as it helps to: 1) provide a systematic description of the techniques, 2) understand testing techniques by studying the relationships among techniques (measured in terms of differences and similarities), 3) identify potentially useful techniques that do not yet exist by analyzing gaps in the classification, and 4) support practitioners in testing technique selection by matching technique characteristics to project characteristics.",69991708,83,45,(missing PubMedId)
(missing DOI),Knowledge management in the professional organization: a model with application to CMG software testing,"C. Kerkhof, J. Ende, I. Bogenrieder",(missing journal),2003,"Knowledge and the management of knowledge are recognized as becoming more important to modern organizations. Unfortunately, modern literature is not clear on the ways to implement knowledge management in practice. This article presents a model for this purpose, dedicated to professional organizations. Present theories about knowledge, learning organizations and knowledge transfer form the basis of the model. The model is applied to CMG Software Testing. Copyright © 2003 John Wiley & Sons, Ltd.",63787570,25,12,(missing PubMedId)
(missing DOI),Investigation of Knowledge Management Methods in Software Testing Process,"Yongpo Liu, Ji Wu, Xue-Mei Liu, Guochang Gu",2009 International Conference on Information Technology and Computer Science,2009,"Effective knowledge management of the testing process is the key to improve the quality of software testing. Knowledge management has different features in software testing. One of the most important research questions is how to effectively integrate the knowledge management with the software testing process so that the knowledge assets can be spread and reused in software testing organizations. In this paper, the current state of knowledge management in software testing was analyzed and the major existing problems were identified; knowledge management methods was proposed towards¿a knowledge management system in software testing was designed and implemented. Simultaneously many key technologies are discussed, such as knowledge representation, knowledge map and etc. At last, an application instance based on this model is given in the project of QESuite2.0 to verify that knowledge management in software testing is reasonable and effective.",61099279,18,7,(missing PubMedId)
(missing DOI),Requirements engineering paper classification and evaluation criteria: a proposal and a discussion,"Roel Wieringa, Neil Maiden, Nancy Mead, Colette Rolland",Requirements Engineering,2005,"In recent years, members of the steering committee of the IEEE Requirements Engineering (RE) Conference have discussed paper classification and evaluation criteria for RE papers. The immediate trigger for this discussion was our concern about differences in opinion that sometimes arise in program committees about the criteria to be used in evaluating papers. If program committee members do not all use the same criteria, or if they use criteria different from those used by authors, then papers might be rejected or accepted for the wrong reasons. Surely not all papers should be evaluated according to the same criteria. Some papers describe new techniques but do not report on empirical research; others describe new conceptual frameworks for investigating certain RE problems; others report on industrial experience with existing RE techniques. Other kinds of papers can also be easily recognized. All of these types of papers should be evaluated according to different criteria. But we are far from a consensus about what classes of paper we should distinguish, and what the criteria are for each of these classes.",60841191,1146,37,(missing PubMedId)
(missing DOI),An Ontology-Based Approach for GUI Testing,"Han Li, Feng Chen, Hongji Yang, He Guo, William C. Chu, Yuansheng Yang",(missing journal),2009,"As Graphical User Interfaces (GUIs) have almost become ubiquitous for users to interacting with software system, GUI testing becomes an essential task. GUI testing, whose basic steps are test case generation and execution result validation, is a knowledge intensive process that requires both knowledge of GUI systems and testers' experience. In this paper, an ontology-based approach is proposed to make test case generation much effective by involving testers’ experience. The approach first establishes a GUI testing ontology by analysing source code with reverse engineering techniques. Next test case generation rules which used to generate test cases are extracted from testers’ experience. Then the proposed approach is evaluated. Finally conclusions are drawn and further research directions are speculated.",57883517,16,7,(missing PubMedId)
(missing DOI),A model of knowledge management system in managing knowledge of software testing environment,"R. Abdullah, Z. D. Eri, A. M. Talib",2011 Malaysian Conference in Software Engineering,2011,"Software testing is the process on how to identify and deliver the software as a product based on the specification that has been given and required by the users. In order to ensure that the product is working based on the user specification, there are many people who are working together for that purposes as a community of practice (CoP). The CoP in software testing environment is including the system designer, programmer, and system tester as well as the user by himself. Based on this scenario of working together or collaboratively in order to avoid a lot of mistake or errors and causes the software failure, which may be found during the processes of software testing process, so that there is a need for CoP to have a tool called knowledge management system (KMS) in managing the knowledge of best practice and lesson learnt. The paper will discuss the concept on how the KMS is offering of its processes through knowledge life cycle which starting from knowledge acquisition, knowledge storing, knowledge dissemination, and knowledge application. Therefore, by using the model of KMS in managing knowledge of software testing, CoP can utilize the knowledge in KMS and it will reduces the mistake or errors, so that they can delivered a good product besides to enhance the quality of software of the particular users.",52985373,14,17,(missing PubMedId)
(missing DOI),Research synthesis in software engineering: a case for meta-analysis,W. Hayes,Proceedings Sixth International Software Metrics Symposium (Cat. No.PR00403),1999,"The use of meta-analytic techniques to summarize empirical software engineering research results is illustrated using a set of 5 published experiments from the literature. The intent of the analysis is to guide future work in this area through objective summarization of the literature to date. A focus on effect magnitude, in addition to statistical significance is championed, and the reader is provided with an illustration of simple methods for computing effect magnitudes.",43190499,88,17,(missing PubMedId)
(missing DOI),Using knowledge management to revise software‐testing processes,"Kersti Nogeste, D. Walker",(missing journal),2005,"Purpose – This paper aims to use a knowledge management (KM) approach to effectively revise a utility retailer's software testing process. This paper presents a case study of how the utility organisation's customer services IT production support group improved their test planning skills through applying the American Productivity and Quality Center (APQC) KM framework to define a software‐testing process. This included the ongoing maintenance and use of a business knowledge repository comprising software test cases.Design/methodology/approach – An action learning approach was used for workplace training facilitated by one of the authors. Applying and refining learnings gained in a series of three workshops achieved these outcomes. The first two workshops focused on improving test‐planning skills and the third on introducing KM concepts, the APQC KM framework and the development of a KM based software‐testing process that combined explicit and tacit knowledge.Findings – The combination of workshop outputs, ...",39423906,14,34,(missing PubMedId)
(missing DOI),Using Ontology Patterns for Building a Reference Software Testing Ontology,"É. Souza, R. Falbo, N. Vijaykumar",2013 17th IEEE International Enterprise Distributed Object Computing Conference Workshops,2013,"Software testing is a critical process for achieving product quality. Its importance is more and more recognized, and there is a growing concern in improving the accomplishment of this process. In this context, Knowledge Management emerges as an important supporting tool. However, managing relevant knowledge to reuse is difficult and it requires some means to represent and to associate semantics to a large volume of test information. In order to address this problem, we have developed a Reference Ontology on Software Testing (ROost). ROost is built reusing ontology patterns from the Software Process Ontology Pattern Language (SP-OPL). In this paper, we discuss how ROost was developed, and present a fragment of Roost that concerns with software testing process, its activities, artifacts, and procedures.",36874772,36,38,(missing PubMedId)
(missing DOI),Knowledge management initiatives in software testing: A mapping study,"Érica Ferreira de Souza, Ricardo de Almeida Falbo, Nandamudi Lankalapalli Vijaykumar",Information & Software Technology,2014,(missing abstract),27204828,70,76,(missing PubMedId)
(missing DOI),Experiences in Using a Method for Building Domain Ontologies,"R. Falbo, F. Ferrari",(missing journal),2003,"Since 1997 we are working in building domain ontologies. During this period of time, we have developed several ontologies using a systematic approach for building ontologies, first published in 1998, and now called SABiO. In this paper we discuss strong points and weakness of this method for building ontologies, presenting some lessons learned and improvement opportunities.",25678135,55,14,(missing PubMedId)
(missing DOI),Research synthesis in software engineering,"Daniela Cruzes, Tore Dybå",Information & Software Technology,2011,(missing abstract),25291148,409,151,(missing PubMedId)
(missing DOI),Case Study Research in Software Engineering - Guidelines and Examples,"P. Runeson, Martin Höst, A. Rainer, B. Regnell",(missing journal),2012,"Based on their own experiences of in-depth case studies of software projects in international corporations, in this bookthe authors present detailed practical guidelines on the preparation, conduct, design and reporting of case studies of software engineering. This is the first software engineering specific book on thecase study research method.",22987080,1482,0,(missing PubMedId)
(missing DOI),Grading essays in computer ethics: rubrics considered helpful,"B. Moskal, K. Miller, L. King",SIGCSE '02,2002,"Computer ethics courses differ from technical courses in the manner in which they are taught and assessed. A common assignment in a computer ethics course is to write an essay that addresses a technical dilemma. Computer science faculty typically do not have training or experience in grading essays. The purpose of this paper is to present a scoring rubric that has been successfully used to grade and track students' knowledge development as they progress through a computer ethics course. Although this paper focuses upon a specific rubric, general principles will be emphasized to show how scoring rubrics can be used across different courses.",18936626,43,9,(missing PubMedId)
(missing DOI),The Role of Experience in Software Testing Practice,"Armin Beer, R. Ramler",2008 34th Euromicro Conference Software Engineering and Advanced Applications,2008,"Practitioners report that experience plays an important role in effective software testing. We investigate the role of experience in a multiple case study about three successful projects conducted at Siemens Austria and document the state of practice in testing software systems. The studied projects were employed from the domains telecommunications, insurance and banking, as well as safety-critical railway systems. The study shows that test design is to a considerable extent based on experience in all three projects and that experience-based testing is an important supplementary approach to requirements-based testing. The study further analyzes the different sources of experience, the perceived value of experience for testing, and the measures taken to manage and evolve this experience.",4493165,80,19,(missing PubMedId)
(missing DOI),Leading with knowledge: the nature of competition in the 21st century,"Richard Huseman, Jon Goodman",Choice Reviews Online,1999,"From the Publisher: Knowledge management is more than a buzzword - it's a way of thinking and acting. Stemming from a rich organizational history, the term knowledge organization has evolved to describe organizations that recognize the competitive advantage of intellectual capital, particularly that represented by their employees. Based on their landmark study of more than 200 of America's largest companies, Richard C. Huseman and Jon P. Goodman found that 78 percent of the corporations surveyed say they are moving toward becoming knowledge organizations. Leading With Knowledge provides examples of best practices and blueprints for developing a leading 21st century organization.",2712430,237,0,(missing PubMedId)
(missing DOI),How do testers do it? An exploratory study on manual testing practices,"J. Itkonen, M. Mäntylä, C. Lassenius",2009 3rd International Symposium on Empirical Software Engineering and Measurement,2009,"We present the results of a qualitative observation study on the manual testing practices in four software development companies. Manual testing practices are seldom studied, and based on the literature we conjecture that they have a strong effect on the effectiveness of manual testing. We observed testing sessions of 11 software professionals performing system level functional testing. As a result we identified 22 manual testing practices that we classified into 9 test session strategies and 13 detailed test execution techniques. Many of the identified techniques were based on similar ideas as traditional test case design techniques. However, the subjects applied these techniques during manual testing without separate test design phase. The results indicate that software professionals use a wide set of strategies and techniques when performing manual testing. Testers seem to need and use techniques even if applying exploratory testing.",567162,89,28,(missing PubMedId)
